brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,price
Mercedes Benz,GLC,2021.0,30000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,1585000000
Hyundai,Getz,2008.0,47000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,188000000
Ford,Explorer,2017.0,77000.0,Xăng,Tự động,Mỹ,SUV / Cross over,8.0,878000000
Toyota,Innova,2021.0,52000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,599000000
Chevrolet,Spark,2015.0,12345.0,Xăng,Số sàn,Việt Nam,Hatchback,2.0,88000000
Honda,CR V,2022.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,915000000
Toyota,Land Cruiser Prado,2018.0,120000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,1868000000
Mitsubishi,Xpander,2023.0,39000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,619000000
Chevrolet,Colorado,2019.0,72227.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,525000000
Honda,City,2017.0,77689.0,Xăng,Tự động,Việt Nam,Sedan,5.0,325000000
Ford,Tourneo,2020.0,120000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,650000000
Toyota,Vios,2006.0,12345.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,86000000
Hyundai,Santa Fe,2020.0,68000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,830000000
Kia,Seltos,2023.0,5000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,648000000
Mercedes Benz,S Class,2014.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1259000000
Hyundai,Kona,2019.0,21000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,510000000
Isuzu,Mu X,2018.0,25000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,5.0,665000000
Mitsubishi,Xpander,2018.0,60000.0,Xăng,Số sàn,Thái Lan,SUV / Cross over,7.0,370000000
Kia,Sedona,2016.0,102936.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,585000000
Mitsubishi,Xpander,2023.0,19000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,585000000
Mitsubishi,Outlander,2019.0,79000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,569000000
Kia,Seltos,2021.0,32.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,609000000
Lexus,RX,2024.0,20000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,4.0,3600000000
Kia,Carnival,2023.0,70000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,1290000000
Ford,Everest,2020.0,81000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,868000000
Kia,Morning,2009.0,150000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,158000000
Fiat,Siena,2002.0,12547.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,50000000
Toyota,Fortuner,2020.0,71000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,5.0,815000000
Mitsubishi,Xpander,2022.0,29000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,569000000
Mercedes Benz,E Class,2017.0,79000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,889000000
Kia,Spectra,2005.0,127000.0,Dầu,Số sàn,Hàn Quốc,Sedan,5.0,96000000
Mitsubishi,Xpander Cross,2021.0,49000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,549000000
Isuzu,Hi lander,2005.0,324879.0,Dầu,Số sàn,Nhật Bản,Hatchback,8.0,125000000
Peugeot,3008,2022.0,71000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,820000000
Toyota,Fortuner,2009.0,123.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,275000000
MG,MG5,2023.0,31000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,449000000
Toyota,Wigo,2021.0,55000.0,Xăng,Tự động,Nước khác,Hatchback,2.0,319000000
Hyundai,Santa Fe,2014.0,21000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,7.0,579000000
Toyota,Fortuner,2021.0,90000.0,Dầu,Tự động,Nước khác,SUV / Cross over,7.0,913000000
Mitsubishi,Xpander,2024.0,60000.0,Xăng,Tự động,Ấn Độ,SUV / Cross over,7.0,570000000
Toyota,Vios,2022.0,450000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,375000000
Toyota,Veloz Cross,2022.0,15999.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,555000000
Honda,Civic,2021.0,90000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,565000000
Toyota,Hiace,2003.0,500000.0,Xăng,Số sàn,Việt Nam,Van,7.0,55000000
Mazda,2,2020.0,56000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,405000000
Mitsubishi,Attrage,2022.0,60000.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,285000000
Hyundai,Accent,2023.0,32000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,450000000
Kia,Carnival,2021.0,47000.0,Dầu,Tự động,Nước khác,Minivan (MPV),8.0,1230000000
BMW,X6,2011.0,48900.0,Xăng,Tự động,Mỹ,SUV / Cross over,5.0,540000000
Mercedes Benz,C Class,2020.0,48000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1090000000
Honda,Jazz,2018.0,65000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,389000000
BMW,3 Series,2016.0,89000.0,Xăng,Tự động,Đức,Sedan,4.0,629000000
Toyota,Vios,2023.0,7000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,495000000
Mazda,CX 8,2023.0,8100.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,938000000
Toyota,Raize,2023.0,19000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,485000000
Hyundai,Elantra,2017.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,375000000
Honda,Brio,2021.0,29000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,375000000
Kia,K3,2022.0,60000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,420000000
Toyota,Corolla Altis,2004.0,90000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,150000000
Peugeot,3008,2023.0,28000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,875000000
Mercedes Benz,E Class,2016.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1050000000
Mazda,CX 5,2018.0,69000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,602000000
Mercedes Benz,E Class,2009.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,348000000
Daewoo,Lacetti,2010.0,120000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,110000000
Hyundai,Accent,2021.0,8.0,Xăng,Tự động,Việt Nam,Sedan,5.0,362000000
Ford,Everest,2019.0,109999.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,818000000
Mitsubishi,Xpander,2020.0,25000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,486000000
Toyota,Vios,2010.0,150000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,148000000
Hyundai,Stargazer,2024.0,8300.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,525000000
Hyundai,Accent,2021.0,38000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,465000000
Toyota,Innova,2018.0,82300.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,435000000
Toyota,Vios,2023.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,485000000
Volkswagen,Polo,2020.0,25000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,425000000
Honda,Civic,2018.0,50000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,510000000
Mitsubishi,Xpander,2022.0,104000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,535000000
Hyundai,Grand i10,2021.0,50000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,335000000
Suzuki,Swift,2016.0,80000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,305000000
Mercedes Benz,GLC Class,2023.0,28500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1899000000
VinFast,Lux A2.0,2021.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,550000000
Toyota,Zace,2001.0,200000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,8.0,68000000
VinFast,VFe34,2022.0,42000.0,Điện,Tự động,Việt Nam,Hatchback,5.0,480000000
Mercedes Benz,C Class,2004.0,17000.0,Xăng,Tự động,Đức,Sedan,5.0,95000000
Toyota,Camry,2023.0,30000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,1268000000
Toyota,Vios,2007.0,130000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,142000000
Fiat,Siena,2002.0,1900.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,39000000
Lexus,RX,2025.0,8.0,Động cơ Hybrid,Tự động,Nhật Bản,SUV / Cross over,5.0,3430000000
Toyota,Vios,2023.0,46103.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,399000000
Peugeot,3008,2022.0,23000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,875000000
Suzuki,Swift,2013.0,100000.0,Xăng,Tự động,Nhật Bản,Hatchback,5.0,285000000
Daewoo,Matiz,2004.0,48.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,50000000
Mercedes Benz,C Class,2021.0,68000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,999000000
Toyota,Avanza Premio,2023.0,27000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,485000000
Kia,Morning,2009.0,126000.0,Xăng,Số sàn,Thái Lan,Hatchback,5.0,123000000
Ford,Everest,2005.0,115000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,157000000
Honda,City,2021.0,45000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,460000000
Hyundai,Grand i10,2019.0,76000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,255000000
Mazda,BT 50,2021.0,74000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,455000000
Hyundai,Santa Fe,2021.0,68000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,1110000000
Ford,Everest,2021.0,67000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,890000000
BMW,3 Series,2015.0,96839.0,Xăng,Tự động,Đức,Sedan,4.0,560000000
Ford,Ranger,2022.0,25000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,615000000
Mazda,2,2022.0,40000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,455000000
Ford,Transit,2022.0,114000.0,Dầu,Số sàn,Việt Nam,Van,16.0,645000000
Honda,Civic,2019.0,54000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,510000000
Kia,K3,2022.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,575000000
Hyundai,Grand i10,2018.0,65000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,268000000
Ford,Fiesta,2016.0,53000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,275000000
Mitsubishi,Xpander,2019.0,70000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,460000000
Mercedes Benz,C Class,2022.0,17000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1255000000
Kia,Soluto,2020.0,55.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,258000000
Ford,Escape,2013.0,160000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,290000000
Peugeot,2008,2022.0,13102.0,Xăng,Tự động,Việt Nam,Sedan,5.0,670000000
Hyundai,Creta,2024.0,10000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,635000000
Ford,Mondeo,2003.0,100000.0,Xăng,Tự động,Mỹ,Sedan,5.0,105000000
VinFast,Fadil,2021.0,62000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,285000000
Toyota,Innova,2016.0,95000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,365000000
Mazda,2,2017.0,85000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,355000000
Ford,Everest,2021.0,70000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,988000000
Chevrolet,Cruze,2011.0,83000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,178000000
Toyota,Innova,2008.0,20000.0,Xăng,Số sàn,Việt Nam,Sedan,8.0,138000000
Subaru,Forester,2019.0,55000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,644000000
Hyundai,Santa Fe,2023.0,10000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,1135000000
Honda,City,2017.0,43000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,299000000
Mazda,3,2018.0,85689.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,455000000
Ford,Ranger,2022.0,26000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,5.0,786000000
Mercedes Benz,E Class,2021.0,45000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1537000000
Volkswagen,Polo,2016.0,38000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,305000000
Mercedes Benz,GLC,2024.0,6000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,2458000000
Ford,Laser,2002.0,190000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,68000000
Mitsubishi,Attrage,2020.0,80000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,325000000
Mazda,CX 5,2016.0,67000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,485000000
Mitsubishi,Xpander Cross,2020.0,55000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,560000000
Kia,Morning,2018.0,52000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,228000000
Toyota,Avanza Premio,2023.0,120000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,465000000
Kia,Cerato,2021.0,42000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,526000000
Ford,Everest,2022.0,40000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1079000000
Hyundai,Kona,2019.0,70000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,450000000
Peugeot,5008,2018.0,74000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,620000000
Mercedes Benz,S Class,2017.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1390000000
Toyota,Innova,2018.0,83000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,8.0,539000000
Toyota,Land Cruiser Prado,2021.0,46000.0,Dầu,Tự động,Nhật Bản,SUV / Cross over,7.0,2650000000
Mitsubishi,Xpander,2022.0,8300.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,468000000
BMW,3 Series,2013.0,110000.0,Xăng,Tự động,Đức,Sedan,4.0,395000000
Ford,Ranger,2021.0,64000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,535000000
Kia,Sonet,2023.0,8000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,586000000
Honda,Civic,2018.0,66000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,485000000
Mitsubishi,Attrage,2020.0,61000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,372000000
Toyota,Fortuner,2016.0,110000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,50123456
Ford,Everest,2022.0,34000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,1182000000
Kia,Rio,2017.0,95000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,277000000
Toyota,Vios,2019.0,61000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,222000000
Ford,Escape,2011.0,1234.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,235000000
Ford,Focus,2018.0,103000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,445000000
Kia,K3,2022.0,22000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,586000000
Kia,Sorento,2011.0,12000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,7.0,315000000
Chevrolet,Trailblazer,2018.0,82000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,560000000
Ford,Everest,2020.0,48000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,880000000
Ford,Transit,2018.0,175000.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),16.0,450000000
Mazda,6,2013.0,123456.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,375000000
Mercedes Benz,Sprinter,2006.0,123456.0,Dầu,Số sàn,Việt Nam,Van,16.0,145000000
Mitsubishi,Xpander,2024.0,14000.0,Xăng,Tự động,Nước khác,SUV / Cross over,8.0,605000000
Hyundai,Accent,2020.0,7.0,Xăng,Tự động,Việt Nam,Sedan,5.0,38000000
Honda,Civic,2019.0,5.0,Xăng,Tự động,Thái Lan,Sedan,5.0,579000000
Mazda,6,2018.0,19000.0,Xăng,Tự động,Nước khác,Sedan,5.0,559000000
Toyota,Fortuner,2023.0,39000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,979000000
Mitsubishi,Xpander,2023.0,15000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,615000000
Mercedes Benz,GLC,2017.0,8800.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,998000000
Ford,Fiesta,2014.0,80000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,275000000
Mazda,CX 5,2016.0,100.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,486000000
Kia,Sonet,2023.0,16000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,554000000
Mazda,CX 8,2019.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,735000000
Mercedes Benz,GLC Class,2019.0,61000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,999000000
Toyota,Innova,2018.0,85000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,478000000
Mercedes Benz,GLC Class,2023.0,3000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,2429000000
Mitsubishi,Xpander Cross,2021.0,97845.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,419000000
Kia,Picanto,2013.0,63000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,240000000
Suzuki,Celerio,2018.0,57000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,250000000
Hyundai,Getz,2009.0,27.0,Xăng,Số sàn,Hàn Quốc,Hatchback,5.0,110000000
Toyota,Avanza Premio,2023.0,42000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,519000000
Mercedes Benz,GLC,2021.0,40000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,1439000000
BMW,3 Series,2016.0,68000.0,Xăng,Tự động,Đức,Sedan,4.0,545000000
Mercedes Benz,E Class,2023.0,2000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2179000000
Toyota,Yaris Cross,2024.0,4600.0,Xăng,Tự động,Thái Lan,Kiểu dáng khác,5.0,645000000
Ford,EcoSport,2018.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,386000000
Toyota,Innova,2007.0,123456.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,128000000
Mercedes Benz,C Class,2012.0,780000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,298000000
Ford,Escape,2011.0,182000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,298000000
Mercedes Benz,GLC Class,2022.0,12000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1699000000
Honda,Brio,2019.0,7.0,Xăng,Tự động,Nhật Bản,Hatchback,5.0,339000000
Toyota,Veloz Cross,2022.0,67190.0,Xăng,Tự động,Thái Lan,Minivan (MPV),8.0,570000000
Ford,Everest,2020.0,490000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,930000000
Mercedes Benz,C Class,2014.0,123456.0,Xăng,Tự động,Việt Nam,Sedan,5.0,410000000
Mazda,2,2022.0,7000.0,Xăng,Tự động,Thái Lan,Sedan,2.0,496000000
Toyota,Innova,2019.0,65878.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,615000000
Toyota,Avanza Premio,2022.0,130000.0,Xăng,Tự động,Ấn Độ,SUV / Cross over,7.0,495000000
Toyota,Fortuner,2017.0,71000.0,Dầu,Số sàn,Nước khác,SUV / Cross over,7.0,629000000
Toyota,Vios,2020.0,63546.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,298000000
Toyota,Innova,2019.0,230000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,339000000
Daewoo,Nubira,2003.0,128000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,32000000
Ford,Everest,2018.0,60000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,720000000
Mitsubishi,Triton,2010.0,176000.0,Xăng,Số sàn,Thái Lan,Pick-up (bán tải),5.0,198000000
Chevrolet,Spark,2011.0,14000.0,Xăng,Số sàn,Hàn Quốc,Kiểu dáng khác,5.0,118000000
Ford,Everest,2006.0,70000.0,Xăng,Số sàn,Mỹ,SUV / Cross over,7.0,150000000
Hyundai,Stargazer,2024.0,20000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,468000000
Toyota,Zace,2004.0,339000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,8.0,156000000
Nissan,Sunny,2015.0,100000.0,Xăng,Số sàn,Nhật Bản,Sedan,5.0,139000000
Mercedes Benz,E Class,2014.0,105000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,489000000
Toyota,Innova,2017.0,69315.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,291000000
Mazda,2,2024.0,8400.0,Xăng,Tự động,Thái Lan,Sedan,5.0,495000000
Mercedes Benz,C Class,2021.0,46000.0,Xăng,Tự động,Nước khác,Sedan,5.0,1099000000
Toyota,Innova,2019.0,87200.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,600000000
Honda,City,2017.0,96000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,325000000
Mercedes Benz,GLC,2021.0,85000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,1639000000
Mazda,3,2018.0,92000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,455000000
Toyota,Innova,2017.0,173181.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,425000000
Toyota,Fortuner,2021.0,82315.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,930000000
Toyota,Innova,2007.0,122000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,205000000
BMW,3 Series,2024.0,27000.0,Xăng,Tự động,Nước khác,Sedan,5.0,1699000000
Kia,Seltos,2021.0,65000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,583000000
Mitsubishi,Xpander,2021.0,50213.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,435000000
Kia,Soluto,2020.0,9999.0,Xăng,Tự động,Việt Nam,Sedan,5.0,358000000
Kia,Carnival,2022.0,46000.0,Dầu,Tự động,Việt Nam,Van,7.0,1215000000
Mitsubishi,Triton,2017.0,104000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,400000000
Suzuki,XL 7,2021.0,91000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,385000000
Toyota,Veloz Cross,2022.0,131000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,545000000
Chevrolet,Colorado,2019.0,82111.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,525000000
Ford,Explorer,2019.0,71000.0,Xăng,Tự động,Mỹ,SUV / Cross over,2.0,1180000000
Toyota,Corolla Altis,2018.0,610000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,470000000
Toyota,Innova,2013.0,110000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,335000000
Hyundai,Grand i10,2024.0,28000.0,Xăng,Số sàn,Ấn Độ,Sedan,5.0,329000000
Toyota,Innova,2016.0,80000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,388000000
Ford,Escape,2010.0,150000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,185000000
Toyota,Innova,2018.0,120000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,458000000
Mercedes Benz,E Class,2021.0,28000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,1638000000
Mazda,3,2019.0,68000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,525000000
Toyota,Wigo,2018.0,70500.0,Xăng,Tự động,Nước khác,Hatchback,5.0,295000000
Mercedes Benz,C Class,2022.0,17000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,1399000000
Ford,Explorer,2016.0,10.0,Xăng,Tự động,Mỹ,SUV / Cross over,8.0,795000000
Mitsubishi,Triton,2019.0,110000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,390000000
Toyota,Innova,2020.0,99750.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,532000000
Ford,Everest,2019.0,80000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,810000000
Hyundai,Grand Starex,2007.0,379000.0,Dầu,Số sàn,Hàn Quốc,Hatchback,9.0,189000000
Toyota,Vios,2020.0,33000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,426000000
Ford,Ranger,2022.0,56000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,985000000
Toyota,Veloz Cross,2022.0,67181.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,565000000
Ford,Ranger,2023.0,80000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,785000000
Mercedes Benz,GLC,2019.0,68000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1090000000
Mercedes Benz,E Class,2020.0,26000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1460000000
Ford,Everest,2020.0,78000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,868000000
VinFast,Lux A2.0,2019.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,515000000
Toyota,Innova,2006.0,232000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,198000000
Toyota,Vios,2019.0,51000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,375000000
Kia,Morning,2022.0,31256.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,335000000
Kia,Cerato,2018.0,57012.0,Xăng,Tự động,Việt Nam,Sedan,5.0,405000000
Mazda,CX 8,2022.0,35999.0,Xăng,Tự động,Việt Nam,SUV / Cross over,9.0,898000000
Toyota,Vios,2008.0,160000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,180000000
Ford,Ranger,2024.0,12000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,1195000000
Ford,Escape,2009.0,179000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,79000000
Ford,Focus,2012.0,59000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,285000000
Toyota,Corolla Cross,2021.0,55555.0,Xăng,5,Thái Lan,SUV / Cross over,5.0,735000000
Kia,Soluto,2021.0,160000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,280000000
Mercedes Benz,GLE Class,2018.0,70000.0,Xăng,Tự động,Mỹ,SUV / Cross over,5.0,1450000000
Kia,Picanto,2014.0,163000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,245000000
Honda,Civic,2010.0,88000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,286000000
