id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
126925159,Kia Sedona 2018 2.2 DATH Full dầu 1 chủ máy zin,,,,615000000,,,,,,,,,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Đăng 7 phút trước,2025-09-05 16:21:53,,
127240137,Isuzu Mu X 2018 1.9 4X2 AT - 86000 km,,,,569000000,,,,,,,,,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 14 ngày trước,2025-09-05 16:21:55,,
127377128,VF8 Eco 2023 GF Mua Pin Catl thu cũ giảm 70tr,,,,765000000,,,,,,,,,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Đăng 2 phút trước,2025-09-05 16:21:57,,
127511986,Mitsubishi Xpander AT 2025 tặng 100% trước bạ,,,,100000000,,,,,,,,,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Đăng 5 giờ trước,2025-09-05 16:22:02,,
127495180,Mitsubishi attrage premium 2021- 47000 km,,,,345000000,,,,,,,,,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 1 ngày trước,2025-09-05 16:22:03,,
127391920,BMW X5 xDrive40i Modle 2022,,,,2559000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 10 phút trước,2025-09-05 16:22:05,,
127520003,Toyota Fortuner 2016 TRD Sportivo 4x4 AT cao cấp,,,,535000000,,,,,,,,,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Đăng 10 phút trước,2025-09-05 16:22:06,,
127312521,"[ES300h] Màu Đen, sản xuất 2023. Xe đẹp 01 chủ🇻🇳",,,,2980000000,,,,,,,,,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đăng 11 ngày trước,2025-09-05 16:22:12,,
127349031,Bentley Continental GT Coupe Model 2014 siêu lướt,,,,3499000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 25 phút trước,2025-09-05 16:22:13,,
127022203,Mercedes Benz C Class 2015 C200 - 55000 km,,,,555000000,,,,,,,,,"Phường Đình Bảng, Thị xã Từ Sơn, Bắc Ninh",Đăng 21 phút trước,2025-09-05 16:22:15,,
127461502,"CITY RS SENSING 2024 CỰC MỚI, ODO: CHỈ 11.000KM",,,,520000000,,,,,,,,,"Phường 12, Quận 10, Tp Hồ Chí Minh",Đăng 3 ngày trước,2025-09-05 16:22:16,,
126740515,Mercedes Benz S500 Maybach 2015,,,,1299000000,,,,,,,,,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-05 16:22:21,,
127350050,Mercedes Benz GLE400 4Matic  Moel 2016,,,,1139000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 41 phút trước,2025-09-05 16:22:27,,
126314432,Bán xe Hyundai Grand Starex CVX Tải van 5 Chỗ,,,,345000000,,,,,,,,,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Đăng 2 tháng trước,2025-09-05 16:22:29,,
