id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
125136946,GĐ cần bán xe cuôi 2022 mới98 %Toyotaaltis1.8V đep,,,,59900000,,,,,,,,,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 09:56:27,,
127386772,VinFast VF8 2023 Eco - 30000 km,,,,660000000,,,,,,,,,"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Đăng 1 phút trước,2025-09-10 09:56:28,,
126381516,Kia Morning 2010 sport,,,,167000000,,,,,,,,,"Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Đăng 2 phút trước,2025-09-10 09:56:29,,
127080115,Hyundai Elantra 2019 1.6AT Sport - 57000 km,,,,456000000,,,,,,,,,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 09:56:37,,
127615998,Toyota Veloz Cross 2025,,,,577000000,,,,,,,,,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 7 phút trước,2025-09-10 09:56:38,,
127249541,Kia Morning 2016 1.25 MT - 90000 km,,,,155000000,,,,,,,,,"Phường Duy Tân, Thành phố Kon Tum, Kon Tum",Đăng 6 phút trước,2025-09-10 09:56:40,,
127455012,Mercedes Benz S Class 2014 S500L  chính chủ,,,,960000000,,,,,,,,,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 11 phút trước,2025-09-10 09:56:45,,
127505401,Hyundai Santafe 2.2D premium cao cấp 2022 mới lắm,,,,1135000000,,,,,,,,,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đăng 13 phút trước,2025-09-10 09:56:46,,
126768046,Mercedes Benz GLA 45 S 4MATIC+ Model 2023,,,,1759000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-10 09:56:48,,
125162075,Mercedes GLC200 V1 Đen Kem - 28.000km - 1 Chủ,,,,1359000000,,,,,,,,,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 4 tháng trước,2025-09-10 09:56:49,,
