id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
127000987,VinFast VF6s Bản Nâng Cấp - Trả Trước 130tr,,,,631000000,,,,,,,,,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 25 ngày trước,2025-09-06 08:26:23,,
127389151,Mercedes Benz S450 Model 2019,,,,1799000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 8 ngày trước,2025-09-06 08:26:24,,
127529140,Toyota Innova 2011 G - chính chủ cần bán,,,,190000000,,,,,,,,,"Phường An Tân, Thị xã An Khê, Gia Lai",Đăng 1 phút trước,2025-09-06 08:26:26,,
125837496,Honda City 2022 RS - 91000 km,,,,445000000,,,,,,,,,"Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",Đăng 3 tháng trước,2025-09-06 08:26:28,,
125742158,Mercedes Benz C Class 2015 C250 Exclusive,,,,580000000,,,,,,,,,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 13 phút trước,2025-09-06 08:26:36,,
127340774,Kia Sorento 2013 GMT 2.4L 2WD - Full Option Đẹp,,,,379000000,,,,,,,,,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Đăng 10 ngày trước,2025-09-06 08:26:38,,
127503632,Toyota Fortuner 2013 2.7V 4x2 - 140000 km,,,,355000000,,,,,,,,,"Phường Thới An, Quận 12, Tp Hồ Chí Minh",Đăng 14 phút trước,2025-09-06 08:26:40,,
127385543,Chính chủ cần bán 2021 Titanium 2.0L AT 4x2 -1 chủ,,,,1050000000,,,,,,,,,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đăng 8 ngày trước,2025-09-06 08:26:41,,
126799327,"FORD GANGER XLS dầu 2.2 số tự động,một cầu, sx2018",,,,455000000,,,,,,,,,"Phường 13, Quận 4, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-06 08:26:42,,
127526243,LONG ANH AUTO về MERCEDES E300 AMG 2019 siêu đẹp 👍,,,,1299000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 9 phút trước,2025-09-06 08:26:43,,
127427710,Peugeot 2008 2021 GT Line 1.2 AT - 49000 km,,,,599000000,,,,,,,,,"Xã Vĩnh Thái, Thành phố Nha Trang, Khánh Hòa",Đăng 6 ngày trước,2025-09-06 08:26:46,,
127407360,Porsche Cayenne 2013 3.6 V6 - 88000 km cả biển số,,,,1250000000,,,,,,,,,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 17 phút trước,2025-09-06 08:26:50,,
126958440,Toyota Innova 2019 2.0E - 75000 km chính chủ,,,,415000000,,,,,,,,,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-06 08:26:52,,
126883866,Audi A6 1.8 TFSI Model 2016,,,,589000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-06 08:26:58,,
127526347,LONG ANH AUTO về MERCEDES C200ex 2019 giá tốt 👍,,,,868000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 24 phút trước,2025-09-06 08:26:59,,
126958440,Toyota Innova 2019 2.0E - 75000 km chính chủ,,,,415000000,,,,,,,,,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-06 08:27:01,,
127483941,Gia Đình Cần Bán Ford Tourneo 2019 - Xe Doanh Nhân,,,,699000000,,,,,,,,,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 25 phút trước,2025-09-06 08:27:03,,
126579268,Kia Morning 2016 1.0 MT - 300000 km có hỗ trợ góp,,,,120000000,,,,,,,,,"Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-06 08:27:09,,
118548169,Bán Mercedes C250 4 Matic,,,,282000000,,,,,,,,,"Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Đăng 28 phút trước,2025-09-06 08:27:10,,
113669499,CẦN MUA XE Ô TÔ CŨ TAI NẠN TOÀN QUỐC,,,,200000000,,,,,,,,,"Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Đăng 27 phút trước,2025-09-06 08:27:12,,
127525634,PORSCHE PANAMERA 4 sx2021 siêu cọp 👍,,,,5299999999,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 40 phút trước,2025-09-06 08:27:17,,
127516699,Wildtrak 2020 Thái 1 chủ từ đầu xe bán tại Ford,,,,734000000,,,,,,,,,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 39 phút trước,2025-09-06 08:27:19,,
126280797,VinFast Fadil 2019 1.4 AT Premium - 120000 km,,,,275000000,,,,,,,,,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 2 tháng trước,2025-09-06 08:27:25,,
125002852,Ford EcoSport 2016 1.5L Titanium AT - Bao Đẹp Keng,,,,315000000,,,,,,,,,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-06 08:27:27,,
126773159,Toyota Fortuner 2017 2.4G 4x2 - 90000 km,,,,650000000,,,,,,,,,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 giờ trước,2025-09-06 08:27:33,,
127349031,Bentley Continental GT Coupe Model 2014 siêu lướt,,,,3499000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-06 08:27:35,,
127528267,Toyota Vios 2019 số tự động,,,,342000000,,,,,,,,,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 1 giờ trước,2025-09-06 08:27:37,,
127505866,Mitsubishi Pajero 1997 - 250000 km,,,,95000000,,,,,,,,,"Phường Xuân La, Quận Tây Hồ, Hà Nội",Đăng 1 giờ trước,2025-09-06 08:27:38,,
127495180,Mitsubishi attrage premium 2021- 47000 km,,,,340000000,,,,,,,,,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 2 ngày trước,2025-09-06 08:27:40,,
127240137,Isuzu Mu X 2018 1.9 4X2 AT - 86000 km,,,,569000000,,,,,,,,,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 15 ngày trước,2025-09-06 08:27:46,,
127528116,LONG ANH AUTO về MERCEDES S450 4Matic model 2023 👍,,,,3599000000,,,,,,,,,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-06 08:27:47,,
126819386,GĐ cần bán Toyota Innova 2017 số sàn,,,,379000000,,,,,,,,,"Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-09-06 08:27:49,,
127499777,xe sử dụng đi tốt bảo dưỡng định kì đầy đủ,,,,285000000,,,,,,,,,"Phường Xuân La, Quận Tây Hồ, Hà Nội",Đăng 2 ngày trước,2025-09-06 08:27:50,,
127125720,Yaris G 1.5AT cuối 2016 mới 36.000km bao k tua,,,,383000000,,,,,,,,,"Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Đăng 20 ngày trước,2025-09-06 08:27:51,,
127175182,Toyota Corolla Altis 2016  - 105000 km,,,,450000000,,,,,,,,,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 1 giờ trước,2025-09-06 08:27:53,,
