id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
127787576,HONDA CIVIC RS ĐEN 2024 - SIÊU LƯỚT - Giá tốt,,,,825000000,,,,,,,,,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Đăng 32 giây trước,2025-09-19 09:02:58,,
127542299,TOYOTA RAIZE 1.0 CVT 2024 XE GIA ĐÌNH LƯỚT 1 CHỦ,,,,510000000,,,,,,,,,"Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 13 ngày trước,2025-09-19 09:03:00,,
127822365,Gaz Gazele 2020 - 360000 km,,,,300000000,,,,,,,,,"Phường Nguyễn Văn Cừ, Thành phố Qui Nhơn, Bình Định",Đăng 1 phút trước,2025-09-19 09:03:02,,
127753173,Xả kho Accent 2025 - Trả trước 95tr,,,,456000000,,,,,,,,,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 1 phút trước,2025-09-19 09:03:04,,
115107978,Cần Tìm mua ô tô cũ - Đức Trưởng Auto,,,,300000000,,,,,,,,,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 2 phút trước,2025-09-19 09:03:08,,
127773148,Nissan Navara 2022 VL 2.3 AT 4WD Cao cấp - 48000km,,,,715000000,,,,,,,,,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Đăng 2 phút trước,2025-09-19 09:03:10,,
127608035,Stagazer 2022 1.5 Đặc biệt - 52000 km,,,,445000000,,,,,,,,,"Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Đăng 10 ngày trước,2025-09-19 09:03:12,,
127488567,MAZDA 3 SPORT PREMIUM SX 2022 ODO 50.000 KM,,,,579000000,,,,,,,,,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 15 ngày trước,2025-09-19 09:03:14,,
127329594,2019 1.6 AT Luxury - 71000 km,,,,410000000,,,,,,,,,"Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",Đăng 2 phút trước,2025-09-19 09:03:16,,
111413393,MUA Ô TÔ XE TẢI DU LỊCH HƯ CŨ NGẬP NƯỚC CHÁY NỔ,,,,168000000,,,,,,,,,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Đăng 3 phút trước,2025-09-19 09:03:18,,
111039546,"💥VF6 ƯU ĐÃI 2 NĂM SẠC PIN MIỄN PHÍ, NHIỀU KM, 0%TB",,,,661000000,,,,,,,,,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 3 phút trước,2025-09-19 09:03:20,,
127814753,"VinFast Fadil, còn QUÁ MỚI,  cá nhân, biển Sài Gòn",,,,289000000,,,,,,,,,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 14 giờ trước,2025-09-19 09:03:23,,
126579268,Kia Morning 2016 1.0 MT - 300000 km có hỗ trợ góp,,,,120000000,,,,,,,,,"Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-09-19 09:03:25,,
127209945,Toyota Camry 2022 2.5Q - 47000 km,,,,1130000000,,,,,,,,,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Đăng 2 phút trước,2025-09-19 09:03:28,,
120198638,Suzuki XL7 Black Edition đặc biệt LIÊN HỆ ĐĂT XE,,,,599900000,,,,,,,,,"Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Đăng 10 ngày trước,2025-09-19 09:03:30,,
127318203,Toyota Fortuner 2022 MT - Số Sàn,,,,825000000,,,,,,,,,"Phường 11, Quận 11, Tp Hồ Chí Minh",Đăng 3 phút trước,2025-09-19 09:03:32,,
