id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
126740515,Mercedes Benz S500 Maybach 2015,,,,1299000000,,,,,,,,,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-05 15:54:01,,
126314432,Bán xe Hyundai Grand Starex CVX Tải van 5 Chỗ,,,,345000000,,,,,,,,,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Đăng 2 tháng trước,2025-09-05 15:54:03,,
127021609,SYM 2008 - 12345 km,,,,46000000,,,,,,,,,"Xã Vĩnh Phương, Thành phố Nha Trang, Khánh Hòa",Đăng 24 ngày trước,2025-09-05 15:54:04,,
127495180,Mitsubishi attrage premium 2021- 47000 km,,,,345000000,,,,,,,,,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 1 ngày trước,2025-09-05 15:54:05,,
127427710,Peugeot 2008 2021 GT Line 1.2 AT - 49000 km,,,,599000000,,,,,,,,,"Xã Vĩnh Thái, Thành phố Nha Trang, Khánh Hòa",Đăng 5 ngày trước,2025-09-05 15:54:11,,
127350050,Mercedes Benz GLE400 4Matic  Moel 2016,,,,1139000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 12 phút trước,2025-09-05 15:54:13,,
115558586,"Volvo XC40 Ultra 2025, ưu đãi 200 triệu đồng",,,,1620000000,,,,,,,,,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 20 ngày trước,2025-09-05 15:54:15,,
125664697,Mitsubishi Xforce Ultimate 2025 -Giảm 100% Trc Bạ,,,,639000000,,,,,,,,,"Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 18 phút trước,2025-09-05 15:54:17,,
126682513,Toyota Hiace 2008 van 3 chỗ tải 940kg chạy phố,,,,199000000,,,,,,,,,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đăng 1 tháng trước,2025-09-05 15:54:23,,
126942150,Audi A8L 2016 - 58000 km,,,,1299000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-05 15:54:28,,
121017655,Volvo EC40 Recharge 2025 xe điện giao T9/2025,,,,1739000000,,,,,,,,,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 20 ngày trước,2025-09-05 15:54:30,,
123895883,HERIO TRẢ TRƯỚC 70 TRIỆU- TẶNG BHVC-12 TRIỆU TM,,,,479000000,,,,,,,,,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",Đăng 5 tháng trước,2025-09-05 15:54:32,,
127138230,🚗 BÁN XE TOYOTA VIOS🚗 BÁN XE TOYOTA VIOS 2022,,,,385000000,,,,,,,,,"Phường Quán Thánh, Quận Ba Đình, Hà Nội",Đăng 29 phút trước,2025-09-05 15:54:33,,
119678485,Giá Volvo XC60 Plug-in Hybrid sản xuất 2025,,,,2500000000,,,,,,,,,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 20 ngày trước,2025-09-05 15:54:40,,
125969229,Bán Mercedes Benz Vito 2016 Tourer 121 siêu cọp,,,,615000000,,,,,,,,,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đăng 39 phút trước,2025-09-05 15:54:42,,
127294064,"Veloz Cross 2022 1.5ECVT - 43,795 km -Giá Còn Giảm",,,,530000000,,,,,,,,,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 11 ngày trước,2025-09-05 15:54:43,,
127390051,VinFast VF7 Plus 2025 Siêu Lướt Mới Về,,,,859000000,,,,,,,,,"Phường 1, Quận 3, Tp Hồ Chí Minh",Đăng 7 ngày trước,2025-09-05 15:54:45,,
127518435,Kia Cerato 2021 1.6 AT LUXURY - 75000 km,,,,460000000,,,,,,,,,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Đăng 1 giờ trước,2025-09-05 15:54:46,,
127256469,Toyota IQ Coupe 2 cửa dành cho số ít,,,,459000000,,,,,,,,,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 43 phút trước,2025-09-05 15:54:48,,
126643474,GIÁ XE 275 TRIỆU – NHẬN XE CHỈ VỚI 69 TRIỆU,,,,275000000,,,,,,,,,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-09-05 15:54:50,,
