id,title,brand,model,year,price,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,location,post_time,crawl_time,weight,load_capacity
123807676,Honda City 2016 1.5 CVT xe zin không lỗi,Honda,City,2016,329000000,100000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 13 phút trước,2025-05-24 19:42:58,> 1 tấn,> 2 tấn
124381963,Mitsubishi Xpander 2025 Premium 1.5 AT giá ưu đãi,Mitsubishi,Xpander,2025,615000000,,Xăng,Tự động,,Nước khác,Minivan (MPV),7,Mới,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-24 19:42:59,,
124884703,Hyundai Accent 2014 1.4 AT Hatchback - 53000 km,Hyundai,Accent,2014,288000000,53000,Xăng,Tự động,,Đang cập nhật,Hatchback,5,Đã sử dụng,"Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai",Đăng 3 phút trước,2025-05-24 19:43:00,> 1 tấn,> 2 tấn
125167475,Mercedes Benz C Class 2010 - 135000 km,Mercedes Benz,C Class,2010,250000000,135000,Xăng,Tự động,1,Đức,Sedan,5,Đã sử dụng,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Đăng 2 ngày trước,2025-05-24 19:43:01,> 1 tấn,> 2 tấn
124471581,Suzuki Vitara 2006 MT 4x4,Suzuki,Vitara,2006,155000000,32,Xăng,Số sàn,,Đang cập nhật,--,5,Đã sử dụng,"Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",Đăng 1 tháng trước,2025-05-24 19:43:03,> 1 tấn,> 2 tấn
125189039,Honda CR V 2018 G - 160 km,Honda,CR V,2018,655000000,160,Xăng,Tự động,1,Đang cập nhật,SUV / Cross over,7,Đã sử dụng,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Đăng 1 ngày trước,2025-05-24 19:43:04,> 1 tấn,> 2 tấn
121128241,Pajero sport Vỡ lô bán lẻ giảm 150tr,Mitsubishi,Pajero,2024,1080000000,,Xăng,Tự động,,Thái Lan,SUV / Cross over,7,Mới,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 3 tháng trước,2025-05-24 19:43:05,,
125030427,Hyundai Accent 2023 1.4 AT Rất Đẹp Full Đồ Chơi,Hyundai,Accent,2023,425000000,70000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Đăng 8 ngày trước,2025-05-24 19:43:07,> 1 tấn,> 2 tấn
125215710,Ford Territory 2023 Titanium X 1.5 AT 35.500km Nâu,Ford,Territory,2023,779000000,35500,Xăng,Tự động,1,Việt Nam,SUV / Cross over,5,Đã sử dụng,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 13 phút trước,2025-05-24 19:43:09,> 1 tấn,> 2 tấn
122685717,Porsche Cayenne 2015 - 65000 km,Porsche,Cayenne,2015,1599000000,65000,Xăng,Tự động,1,Đức,SUV / Cross over,5,Đã sử dụng,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 3 phút trước,2025-05-24 19:43:11,> 1 tấn,> 2 tấn
125215819,Mazda CX 5 2017 2.5 AT 2WD - 76000 km,Mazda,CX 5,2017,590000000,76000,Xăng,Tự động,,Việt Nam,SUV / Cross over,5,Đã sử dụng,"Xã Hòa Phú, Thành phố Buôn Ma Thuột, Đắk Lắk",Đăng 6 phút trước,2025-05-24 19:43:13,> 1 tấn,> 2 tấn
125138435,Mitsubishi Xpander Cross 2021 AT - 72000 km,Mitsubishi,Xpander Cross,2021,475000000,72000,Xăng,Tự động,1,Nước khác,Minivan (MPV),7,Đã sử dụng,"Thị trấn Bến Lức, Huyện Bến Lức, Long An",Đăng 3 ngày trước,2025-05-24 19:43:19,> 1 tấn,> 2 tấn
122633060,Kia Sportage 2010 - 104000 km nhập Hàn bản limited,Kia,Sportage,2010,350000000,104000,Xăng,Tự động,1,Hàn Quốc,--,,Đã sử dụng,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 1 tháng trước,2025-05-24 19:43:20,> 1 tấn,> 2 tấn
125013911,Hyundai Accent 2024 1.5 MT - 2000 km,Hyundai,Accent,2024,430000000,2000,Xăng,Số sàn,1,Việt Nam,Sedan,5,Đã sử dụng,"Thị trấn Tăng Bạt Hổ, Huyện Hoài Ân, Bình Định",Đăng 8 ngày trước,2025-05-24 19:43:22,> 1 tấn,> 2 tấn
125173280,Toyota Vios 2021 G 1.5 CVT - 38000 km,Toyota,Vios,2021,458000000,38000,Xăng,Tự động,1,Việt Nam,Kiểu dáng khác,5,Đã sử dụng,"Phường Thị Cầu, Thành phố Bắc Ninh, Bắc Ninh",Đăng 2 ngày trước,2025-05-24 19:43:23,> 1 tấn,> 2 tấn
124361530,Hyundai Tucson 2.0 AT 2018 - 40.000km,Hyundai,Tucson,2018,560000000,40000,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-24 19:43:25,> 1 tấn,> 2 tấn
124734376,Hyundai Terracan 2003,Hyundai,Terracan,2003,82000000,123456,Xăng,Số sàn,,Hàn Quốc,--,,Đã sử dụng,"Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Đăng 20 ngày trước,2025-05-24 19:43:27,> 1 tấn,> 2 tấn
125003274,Mercedes Benz GLC 200 4matic 2020,Mercedes Benz,GLC Class,2020,1368000000,88000,Xăng,Tự động,,Đức,SUV / Cross over,5,Đã sử dụng,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 22 phút trước,2025-05-24 19:43:28,> 1 tấn,> 2 tấn
122524001,Spark 2009. Xe ở Tiền Giang.,Chevrolet,Spark,2009,75000000,150000,Xăng,Số sàn,,Đang cập nhật,Hatchback,5,Đã sử dụng,"Xã Thanh Bình, Huyện Chợ Gạo, Tiền Giang",Đăng 20 phút trước,2025-05-24 19:43:29,> 1 tấn,> 2 tấn
124458480,"Toyota Innova 2.0E 2012 đk 2013 số sàn 9,8 vạn",Toyota,Innova,2012,259000000,98000,Xăng,Số sàn,1,Việt Nam,Minivan (MPV),8,Đã sử dụng,"Phường Long Biên, Quận Long Biên, Hà Nội",Đăng 1 tháng trước,2025-05-24 19:43:31,> 1 tấn,> 2 tấn
125118998,Kia Sportage 2005 - 38000 km,Kia,Sportage,2005,168000000,38000,Dầu,Tự động,,Hàn Quốc,--,5,Đã sử dụng,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 phút trước,2025-05-24 19:43:32,> 1 tấn,> 2 tấn
124965642,Porsche Cayenne 2015 3.6L Model 2016,Porsche,Cayenne,2015,1499000000,68000,Xăng,Tự động,1,Đức,SUV / Cross over,5,Đã sử dụng,"Phường 4, Quận 8, Tp Hồ Chí Minh",Đăng 10 ngày trước,2025-05-24 19:43:34,> 1 tấn,> 2 tấn
125192558,Daewoo Matiz 2006 Super MT - 160000 km,Daewoo,Matiz,2006,60000000,160000,Xăng,Số sàn,,Hàn Quốc,Hatchback,5,Đã sử dụng,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Đăng 25 phút trước,2025-05-24 19:43:35,> 1 tấn,> 2 tấn
125156206,Suzuki XL7 Hybrid Mới 100% - Giảm 65 Triệu + PK,Suzuki,XL 7,2024,549900000,,Động cơ Hybrid,Tự động,,Nước khác,Minivan (MPV),7,Mới,"Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Đăng 22 phút trước,2025-05-24 19:43:36,,
124937160,"MAZDA CX-5 2015 full zin, k  bảo hành 1-2 năm",Mazda,5,2015,410000000,90000,Xăng,Tự động,1,Đang cập nhật,Minivan (MPV),6,Đã sử dụng,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước,2025-05-24 19:43:39,> 1 tấn,> 2 tấn
123460952,Toyota Corolla Cross 2022 1.8G - 4000 km,Toyota,Corolla Cross,2022,6650000,4000,Xăng,Tự động,1,Thái Lan,SUV / Cross over,5,Đã sử dụng,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Đăng 10 ngày trước,2025-05-24 19:43:40,> 1 tấn,> 2 tấn
122152792,BMW 4 Series 420i 4V11 mui trần model 2019,BMW,4 Series,2019,1580000000,30000,Xăng,Tự động,1,Đang cập nhật,--,,Đã sử dụng,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 13 ngày trước,2025-05-24 19:43:42,> 1 tấn,> 2 tấn
124634305,Ford Ranger 2018 XLS 2.2L 4x2 AT - 74000 km 1 chủ,Ford,Ranger,2018,488000000,74000,Dầu,Tự động,,Thái Lan,--,,Đã sử dụng,"Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai",Đăng 18 phút trước,2025-05-24 19:43:44,> 1 tấn,> 2 tấn
123785782,Nhận cọc VinFast Limo Green từ ngày 25/3 giá tốt,VinFast,Dòng khác,2025,749000000,,Điện,Tự động,,Việt Nam,Minivan (MPV),7,Mới,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",Đăng 21 phút trước,2025-05-24 19:43:46,,
125042396,ALTIS 2.0V 2017 bản đủ // GIÁ CÒN GIẢM,Toyota,Corolla Altis,2017,545000000,95000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 7 ngày trước,2025-05-24 19:43:47,> 1 tấn,> 2 tấn
124436420,"Ford Everest Giá Tốt, Tặng Bảo Hiểm, Full Phụ Kiện",Ford,Everest,2025,1059000000,,Dầu,Tự động,,Thái Lan,SUV / Cross over,7,Mới,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-24 19:43:48,,
123294682,VF3 LÃI SIÊU ƯU ĐÃI 7.8% CỐ ĐỊNH 3 NĂM-BAO HS KHÓ,VinFast,VF3,2025,286500000,,Điện,Tự động,,Việt Nam,SUV / Cross over,5,Mới,"Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 20 ngày trước,2025-05-24 19:43:50,,
125001920,Toyota Corolla Altis 2021 1.8G (CVT) - Có Trả Góp,Toyota,Corolla Altis,2021,572000000,80200,Xăng,Tự động,1,Thái Lan,Sedan,,Đã sử dụng,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 16 phút trước,2025-05-24 19:43:51,> 1 tấn,> 2 tấn
124676647,Toyota Fortuner 2016 2.5G 4x2 - 103000 km,Toyota,Fortuner,2016,495000000,103000,Dầu,Số sàn,,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Xã Đắk Ha, Huyện Đăk Glong, Đắk Nông",Đăng 23 ngày trước,2025-05-24 19:43:53,> 1 tấn,> 2 tấn
125215549,Cần bán Vios 2018 bản e số sàn ac có nhu cầu alo,Toyota,Vios,2018,290000000,180000,Xăng,Số sàn,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 23 phút trước,2025-05-24 19:43:54,> 1 tấn,> 2 tấn
125215556,Kia Morning 2007 1.1 AT - 25000 km,Kia,Morning,2007,145000000,25000,Xăng,Tự động,,Hàn Quốc,Hatchback,5,Đã sử dụng,"Phường Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn",Đăng 23 phút trước,2025-05-24 19:43:56,> 1 tấn,> 2 tấn
121194515,KO THỂ TIN ĐƯỢC VẬN HÀNH 0 ĐỒNG VF3 TRONG HƠN 2NĂM,VinFast,VF3,2025,286500000,,Điện,Tự động,,Việt Nam,SUV / Cross over,5,Mới,"Phường 2, Quận 8, Tp Hồ Chí Minh",Đăng 2 tháng trước,2025-05-24 19:44:01,,
125215343,Isuzu Dmax 2008 - 1 km,Isuzu,Dmax,2008,185000000,1,Dầu,Số sàn,,Việt Nam,--,,Đã sử dụng,"Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",Đăng 36 phút trước,2025-05-24 19:44:02,> 1 tấn,> 2 tấn
123893028,Outlander Cvt xả kho cắt lỗ 105 triệu,Mitsubishi,Outlander,2024,719000000,,Xăng,Tự động,,Việt Nam,SUV / Cross over,7,Mới,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 2 tháng trước,2025-05-24 19:44:04,,
123395888,VF9 BÙN NỔ SIÊU HẤP DẪN!NHẬN XE 200TR ĐỒNG,VinFast,VF9,2025,1381000000,,Điện,Tự động,,Việt Nam,SUV / Cross over,7,Mới,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",Đăng 17 ngày trước,2025-05-24 19:44:06,,
125002015,Mercedes Benz C250 2017 Exclusive,Mercedes Benz,C Class,2017,749000000,66000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đăng 38 phút trước,2025-05-24 19:44:07,> 1 tấn,> 2 tấn
124977410,FORTUNER 2.7V 2013 bản 2 cầu -1 chủ - CÒN GIẢM,Toyota,Fortuner,2013,440000000,75000,Xăng,Tự động,1,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 10 ngày trước,2025-05-24 19:44:09,> 1 tấn,> 2 tấn
125215235,"VinFast EC VAN, Ưu đãi 10 triệu (đến 31/5/2025)",VinFast,EC VAN,2025,285000000,,Điện,Tự động,,Việt Nam,Van,2,Mới,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 41 phút trước,2025-05-24 19:44:11,,
124837941,"Ford Raptor Giá Tốt, Tặng Bảo Hiểm, Full Phụ Kiện",Ford,Ranger,2025,1229000000,,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5,Mới,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Đăng 16 ngày trước,2025-05-24 19:44:12,,
123113976,Toyota Innova 2021 Venturer - Toyota Tân Cảng,Toyota,Innova,2021,696000000,88800,Xăng,Tự động,1,Việt Nam,Minivan (MPV),7,Đã sử dụng,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 31 phút trước,2025-05-24 19:44:14,> 1 tấn,> 2 tấn
121143847,"Gia đình bán xe Camry 2.0E nhập khẩu, mới đẹp",Toyota,Camry,2012,368000000,14000,Xăng,Tự động,,Đài Loan,Sedan,5,Đã sử dụng,"Phường Phúc La, Quận Hà Đông, Hà Nội",Đăng 35 phút trước,2025-05-24 19:44:15,> 1 tấn,> 2 tấn
124293220,Ford Tourneo 2019 Titanium 2.0 hỗ trợ bank,Ford,Tourneo,2019,515000000,86000,Xăng,Tự động,,Việt Nam,Minivan (MPV),7,Đã sử dụng,"Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Đăng 1 tháng trước,2025-05-24 19:44:16,> 1 tấn,> 2 tấn
125188999,MITSUBISHI OUTLANDER CVT 2022 LƯỚT XE CHUẨN ĐẸP,Mitsubishi,Outlander,2022,708000000,26999,Xăng,Tự động,1,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 29 phút trước,2025-05-24 19:44:17,> 1 tấn,> 2 tấn
124997398,2010 - 80000 km,Hãng khác,Dòng khác,2010,115000000,80000,Xăng,Tự động,,Đài Loan,Hatchback,,Đã sử dụng,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 39 giây trước,2025-05-24 19:44:18,> 1 tấn,> 2 tấn
125165478,Honda City 2019 1.5 TOP - 71000 km,Honda,City,2019,395000000,71000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Đăng 36 phút trước,2025-05-24 19:44:20,> 1 tấn,> 2 tấn
125128905,"Mở nhận cọc sớm ECVan, ưu đãi giảm giá cực tốt",VinFast,Dòng khác,2025,285000000,,Điện,Tự động,,Việt Nam,Van,2,Mới,"Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",Đăng 37 phút trước,2025-05-24 19:44:21,,
124980861,Kia K3 2015 1.6 AT - 138000 km,Kia,K3,2015,325000000,138000,Xăng,Tự động,,Việt Nam,Sedan,5,Đã sử dụng,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 10 ngày trước,2025-05-24 19:44:22,> 1 tấn,> 2 tấn
125196019,Fadil Plus-đăng ký 2020-1 chủ-biển TPHCM-Rất Mới,VinFast,Fadil,2019,274000000,0,Xăng,Tự động,1,Việt Nam,Hatchback,5,Đã sử dụng,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 21 giờ trước,2025-05-24 19:44:23,> 1 tấn,> 2 tấn
124961441,Ford Everest 2018 Trend 2.0L 4x2 AT - 70000 km,Ford,Everest,2018,780000000,70000,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 40 phút trước,2025-05-24 19:44:25,> 1 tấn,> 2 tấn
124010301,Toyota Camry 2018 2.5Q 1 chủ xe đẹp zin,Toyota,Camry,2018,720000000,86000,Xăng,Tự động,1,Việt Nam,Sedan,5,Đã sử dụng,"Phường Long Biên, Quận Long Biên, Hà Nội",Đăng 2 tháng trước,2025-05-24 19:44:26,> 1 tấn,> 2 tấn
125044771,"CIVIC G 2021 CỰC MỚI, ODO: 22.000KM, SƠN ZIN 98%",Honda,Civic,2021,600000000,22000,Xăng,5,1,Thái Lan,Sedan,5,Đã sử dụng,"Phường 12, Quận 10, Tp Hồ Chí Minh",Đăng 7 ngày trước,2025-05-24 19:44:28,> 1 tấn,> 2 tấn
125158543,2005 SE 0.8 MT - xe gia đình siêu đẹp bản Color,Daewoo,Matiz,2005,50000000,666,Xăng,Số sàn,,Việt Nam,Hatchback,5,Đã sử dụng,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 42 phút trước,2025-05-24 19:44:33,> 1 tấn,> 2 tấn
125028009,"CIVIC G 2019 CỰC MỚI, ODO: 30.000KM,NHIỀU PHỤ KIỆN",Honda,Civic,2019,570000000,30000,Xăng,Tự động,1,Thái Lan,Sedan,5,Đã sử dụng,"Phường 12, Quận 10, Tp Hồ Chí Minh",Đăng 8 ngày trước,2025-05-24 19:44:34,> 1 tấn,> 2 tấn
124678869,Xforce GLX đã quay lại giá cực rẻ,Mitsubishi,Xforce,2025,550000000,,Xăng,Tự động,,Nước khác,SUV / Cross over,5,Mới,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 23 ngày trước,2025-05-24 19:44:36,,
125090187,"Mitsubishi Xpander 2025, sẵn xe hcm, đủ màu",Mitsubishi,Xpander,2025,560000000,,Xăng,Tự động,,Nước khác,--,7,Mới,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-05-24 19:44:38,,
124988894,Toyota Yaris 2008 1.5 AT - 99000 km,Toyota,Yaris,2008,235000000,99000,Xăng,Tự động,,Đang cập nhật,--,,Đã sử dụng,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đăng 1 giờ trước,2025-05-24 19:44:40,> 1 tấn,> 2 tấn
122265943,Toyota Fortuner 2.7V đời 2016 sx 2015,Toyota,Fortuner,2015,465000000,98000,Xăng,Tự động,1,Đang cập nhật,--,,Đã sử dụng,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 1 giờ trước,2025-05-24 19:44:41,> 1 tấn,> 2 tấn
124213157,Cần bán xe gia đình ko taxi dịch vụ,Kia,Carens,2007,180000000,200000,Dầu,Số sàn,1,Hàn Quốc,SUV / Cross over,7,Đã sử dụng,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Đăng 1 tháng trước,2025-05-24 19:44:42,> 1 tấn,> 2 tấn
122266067,Lexus GX470 2006 lên nhiều đồ chơi,Lexus,GX,2006,480000000,120000,Xăng,Tự động,,Đang cập nhật,SUV / Cross over,7,Đã sử dụng,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Đăng 1 giờ trước,2025-05-24 19:44:43,> 1 tấn,> 2 tấn
125215154,Toyota Innova 2008 G - 231000 km xe zin đẹp,Toyota,Innova,2008,206000000,231000,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8,Đã sử dụng,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-05-24 19:44:45,> 1 tấn,> 2 tấn
123228834,Toyota Fortuner nhập 2019 2.7V 4x2 AT - 85000 km,Toyota,Fortuner,2019,695000000,85000,Xăng,Tự động,,Nước khác,SUV / Cross over,7,Đã sử dụng,"Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",Đăng 44 phút trước,2025-05-24 19:44:47,> 1 tấn,> 2 tấn
125118534,Morning AT-bản Full-biển TPHCM-1 chủ-còn QUÁ MỚI,Kia,Morning,2019,279000000,0,Xăng,Tự động,1,Việt Nam,Hatchback,5,Đã sử dụng,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",Đăng 4 ngày trước,2025-05-24 19:44:49,> 1 tấn,> 2 tấn
125166082,Toyota Innova 2016 2.0E số sàn đi chỉ 79.000 zin,Toyota,Innova,2016,376000000,79000,Xăng,Số sàn,1,Việt Nam,Minivan (MPV),8,Đã sử dụng,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đăng 44 phút trước,2025-05-24 19:44:50,> 1 tấn,> 2 tấn
124706463,Ford Everest 2011 2.5L 4x2 AT - 63000 km,Ford,Everest,2011,395000000,63000,Dầu,Tự động,,Việt Nam,SUV / Cross over,7,Đã sử dụng,"Xã Nam Thanh, Huyện Tiền Hải, Thái Bình",Đăng 22 ngày trước,2025-05-24 19:44:51,> 1 tấn,> 2 tấn
125049481,Toyota Innova 2015 -Xe gia đình máy số Rin bao đẹp,Toyota,Innova,2015,385000000,120000,Xăng,Tự động,,Việt Nam,--,,Đã sử dụng,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-05-24 19:44:53,> 1 tấn,> 2 tấn
125189357,Hyundai Grand i10 2021 Sedan 1.2 MT - 59000 km,Hyundai,Grand i10,2021,295000000,59000,Xăng,Số sàn,,Việt Nam,Sedan,5,Đã sử dụng,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",Đăng 1 giờ trước,2025-05-24 19:44:54,> 1 tấn,> 2 tấn
