brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,price
Ford,Explorer,2015.0,145000.0,Xăng,Tự động,Mỹ,SUV / Cross over,6.0,749000000
Ford,Explorer,2021.0,77000.0,Xăng,Tự động,Mỹ,SUV / Cross over,6.0,1670000000
Toyota,Innova,2018.0,86000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,540000000
Nissan,Navara,2017.0,140000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,410000000
Ford,Ranger,2021.0,79000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,739000000
Hyundai,i20,2011.0,49000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,219000000
Toyota,Vios,2020.0,18000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,435000000
Honda,City,2024.0,19000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,568000000
Hyundai,Grand i10,2021.0,17000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,359000000
Toyota,Innova,2017.0,137000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,540000000
Kia,Cerato,2020.0,38000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,529000000
Lexus,RX,2016.0,89000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,178000000
Toyota,Innova,2018.0,63000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,480000000
Toyota,Innova,2017.0,105000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,540000000
Toyota,Yaris,2019.0,50000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,518000000
Hyundai,Accent,2019.0,79000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,390000000
Honda,Civic,2008.0,400000.0,Xăng,Số sàn,Nhật Bản,Sedan,4.0,185000000
Mitsubishi,Pajero Sport,2014.0,130000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,396000000
Hyundai,Accent,2020.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,415000000
Toyota,Veloz Cross,2022.0,81000.0,Xăng,Tự động,Nước khác,Minivan (MPV),9.0,570000000
Hyundai,Grand i10,2017.0,91000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,220000000
Mercedes Benz,E Class,2022.0,16789.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1698000000
Toyota,Avanza Premio,2023.0,78000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,485000000
Hyundai,Tucson,2018.0,9.0,Dầu,Tự động,Việt Nam,SUV / Cross over,5.0,668000000
Hyundai,Grand i10,2018.0,94000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,220000000
Hyundai,Santa Fe,2023.0,13862.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,1126000000
BMW,X6,2020.0,72000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,2890000000
Kia,Seltos,2022.0,25000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,659000000
Kia,Carnival,2022.0,46000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,1279000000
Kia,Carens,2007.0,175000.0,Xăng,Số sàn,Hàn Quốc,Minivan (MPV),7.0,170000000
Toyota,Corolla Altis,2014.0,110000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,370000000
Hyundai,Starex,2013.0,149000.0,Xăng,Số sàn,Hàn Quốc,SUV / Cross over,9.0,335000000
BMW,5 Series,2017.0,60000.0,Xăng,Tự động,Đức,Sedan,5.0,769000000
Ford,Ranger,2017.0,100000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,559000000
Ford,Everest,2023.0,21000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1238000000
Toyota,Camry,2020.0,68000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,799000000
Toyota,Fortuner,2020.0,35000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,5.0,905000000
Hyundai,Elantra,2023.0,20000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,698000000
Toyota,Wigo,2023.0,7000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,380000000
Suzuki,Celerio,2019.0,36000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,269000000
VinFast,VF3,2025.0,0.0,Điện,Tự động,Việt Nam,SUV / Cross over,4.0,235000000
Toyota,Raize,2022.0,55000.0,Xăng,Tự động,Nước khác,Kiểu dáng khác,5.0,475000000
Toyota,Fortuner,2017.0,131000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,670000000
Mercedes Benz,C Class,2019.0,45000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1079000000
Toyota,Vios,2018.0,67997.0,Xăng,Tự động,Thái Lan,Sedan,5.0,420000000
Hyundai,Stargazer,2022.0,49000.0,Xăng,Tự động,Ấn Độ,Minivan (MPV),7.0,510000000
Honda,City,2019.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,390000000
Toyota,Vios,2022.0,130000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,375000000
Kia,Carnival,2024.0,14899.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,1439000000
Honda,Civic,2021.0,30000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,599000000
Honda,City,2023.0,21000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,489000000
Toyota,Corolla Altis,2018.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,487000000
Honda,BR-V,2023.0,350000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,605000000
Honda,BR-V,2023.0,56000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,605000000
Honda,Civic,2007.0,175000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,215000000
Kia,Rio,2015.0,125456.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,225000000
Mazda,CX 5,2024.0,2400.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,795000000
Hyundai,Tucson,2021.0,65000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,665000000
Toyota,Innova,2011.0,190000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,225000000
Ford,Everest,2019.0,70100.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,925000000
Toyota,Veloz Cross,2022.0,36500.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,555000000
Toyota,Camry,2020.0,55000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,878000000
Hyundai,Tucson,2023.0,28000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,905000000
Toyota,Innova,2010.0,139000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,195000000
Mitsubishi,Outlander,2021.0,48000.0,Xăng,Tự động,Ấn Độ,SUV / Cross over,7.0,710000000
Ford,Transit,2019.0,60000.0,Dầu,Số sàn,Việt Nam,Pick-up (bán tải),6.0,585000000
Mitsubishi,Outlander,2024.0,10000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,830000000
Toyota,Vios,2019.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,428000000
Toyota,Innova,2016.0,127000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,468000000
Mitsubishi,Grandis,2009.0,155000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,285000000
Ford,Ranger,2024.0,0.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,939000000
MG,MG5,2024.0,0.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,375000000
Ford,Ranger,2015.0,110000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,480000000
Toyota,Innova,2016.0,150000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,263000000
Toyota,Vios,2009.0,150000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,248000000
Ford,Ranger,2022.0,98000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,950000000
Toyota,Innova,2022.0,27000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,664000000
Ford,Ranger,2022.0,31000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,565000000
Mercedes Benz,S Class,2019.0,48000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2339000000
Toyota,Innova,2018.0,90000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,440000000
Mercedes Benz,E Class,2011.0,119000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,379000000
BMW,3 Series,2011.0,120000.0,Xăng,Tự động,Đức,Sedan,5.0,285000000
Toyota,Camry,2003.0,400000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,168000000
Toyota,Innova,2014.0,139000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,310000000
Ford,Ranger,2014.0,150000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,345000000
Mitsubishi,Attrage,2023.0,30000.0,Xăng,Số sàn,Nhật Bản,Sedan,5.0,360000000
Hyundai,Solati,2018.0,178000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,16.0,724000000
Honda,Odyssey,2009.0,83000.0,Xăng,Tự động,Mỹ,Minivan (MPV),8.0,610000000
Toyota,Land Cruiser,2015.0,79000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,8.0,3300000000
Ford,EcoSport,2020.0,40000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,450000000
Mitsubishi,Outlander,2023.0,27000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,748000000
Hyundai,Accent,2014.0,56000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,319000000
Hyundai,Accent,2023.0,220000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,440000000
Ford,Ranger,2019.0,170000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,430000000
Daewoo,Lacetti,2010.0,5000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,195000000
Ford,EcoSport,2017.0,110000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,365000000
Ford,Everest,2022.0,29000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,9.0,1348000000
Ford,Everest,2022.0,29000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,9.0,1358000000
Ford,Fiesta,2011.0,110000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,190000000
Suzuki,Ertiga,2020.0,83000.0,Xăng,Số sàn,Thái Lan,Minivan (MPV),5.0,355000000
Ford,Ranger,2015.0,96000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,535000000
Toyota,Corolla Altis,2018.0,23000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,530000000
Mazda,CX 8,2022.0,72000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,8.0,750000000
Chevrolet,Captiva,2008.0,211000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,215000000
Chevrolet,Spark,2009.0,120000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,128500000
Toyota,Fortuner,2014.0,11000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,490000000
Mazda,2,2014.0,115.0,Xăng,Tự động,Việt Nam,Sedan,5.0,235000000
Toyota,Vios,2023.0,43000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,470000000
Kia,Carens,2016.0,65000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),5.0,280000000
Hyundai,Tucson,2019.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,675000000
Hyundai,Avante,2011.0,124000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,245000000
Toyota,Corolla Altis,2014.0,85236.0,Xăng,Tự động,Việt Nam,Sedan,5.0,415000000
Ford,Ranger,2023.0,65000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,725000000
VinFast,Lux SA2.0,2021.0,20000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,730000000
Ford,Ranger,2014.0,130000.0,Xăng,Tự động,Thái Lan,Pick-up (bán tải),5.0,345000000
Ford,Everest,2023.0,50000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,1144000000
Hyundai,Elantra,2020.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,475000000
Kia,Morning,2010.0,199000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,129000000
Mazda,3,2017.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,420000000
Suzuki,Celerio,2018.0,50000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,290000000
Ford,EcoSport,2020.0,89000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,469000000
Hãng khác,Dòng khác,2017.0,70000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,235000000
Toyota,Innova,2016.0,105.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,295000000
Toyota,Innova,2012.0,20000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,295000000
Audi,A6,2017.0,50000.0,Xăng,Tự động,Đức,Sedan,5.0,354000000
Kia,Morning,2009.0,128000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,147000000
Toyota,Camry,2001.0,140000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,130000000
Daewoo,Magnus,2005.0,12000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,130000000
Toyota,Camry,2017.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,608000000
Toyota,Innova,2019.0,88000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,468000000
Mercedes Benz,GLC,2021.0,54000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,1679000000
Ford,EcoSport,2015.0,49999.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,330000000
Mercedes Benz,GLK Class,2014.0,98000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,575000000
Ford,Ranger,2018.0,87000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,615000000
Ford,Transit,2023.0,59000.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),16.0,714000000
Toyota,Camry,2006.0,160000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,240000000
Ford,Ranger,2023.0,13000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,1150000000
Ford,Ranger,2023.0,26000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,855000000
Kia,Picanto,2013.0,141000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,228000000
Ford,EcoSport,2019.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,439000000
Mitsubishi,Xpander Cross,2021.0,100000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,499000000
VinFast,VF5,2024.0,20000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,500000000
Honda,Civic,2023.0,30000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,800000000
Suzuki,Ertiga,2019.0,180000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,385000000
Toyota,Vios,2010.0,116000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,155000000
Toyota,Vios,2022.0,77000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,400000000
Toyota,Camry,2001.0,868686.0,Xăng,Số sàn,Nhật Bản,Sedan,5.0,130000000
Toyota,Hilux,2015.0,86000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,550000000
Mazda,BT 50,2012.0,90000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,335000000
Ford,Ranger,2023.0,3400.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,1175000000
Toyota,Fortuner,2022.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,9.0,975000000
Suzuki,XL 7,2020.0,18000.0,Xăng,Tự động,Ấn Độ,SUV / Cross over,7.0,455000000
Toyota,Fortuner,2022.0,45000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,1019000000
Mazda,CX 5,2017.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,575000000
Ford,Territory,2023.0,25000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,862000000
Toyota,Innova,2007.0,105.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,205000000
Toyota,Corolla Altis,2005.0,147580.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,158000000
BMW,3 Series,2023.0,23999.0,Xăng,Tự động,Việt Nam,Sedan,4.0,1539000000
Mazda,BT 50,2016.0,120000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,385000000
Mercedes Benz,GLC Class,2023.0,12222.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,2450000000
Hyundai,Grand i10,2019.0,740000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,250000000
Kia,Seltos,2022.0,36000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,615000000
Toyota,Innova,2014.0,150000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,215000000
Chevrolet,Captiva,2009.0,120000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,158000000
Ford,Everest,2013.0,130000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,390000000
Ford,Laser,2005.0,200000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,105000000
Ford,Ranger,2021.0,68000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,709000000
Hyundai,Grand i10,2020.0,65000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,320000000
Kia,Soluto,2019.0,89000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,220000000
Hyundai,Tucson,2020.0,87000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,686000000
Toyota,Innova,2011.0,64000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,310000000
Mitsubishi,Attrage,2018.0,150000.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,218000000
Chevrolet,Aveo,2012.0,123456.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,128128128
Mitsubishi,Attrage,2021.0,53000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,338000000
Toyota,Corolla Altis,2009.0,176000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,278000000
Hãng khác,Dòng khác,2024.0,6000.0,Dầu,Số sàn,Việt Nam,Kiểu dáng khác,2.0,280000000
Toyota,Camry,2003.0,20000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,135000000
Ford,Everest,2020.0,80000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,850000000
Mitsubishi,Xpander,2019.0,85000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),5.0,435000000
Suzuki,XL 7,2020.0,60.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,440000000
Ford,Everest,2022.0,37000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1159000000
Mitsubishi,Xpander,2019.0,58000.0,Xăng,Tự động,Nước khác,Minivan (MPV),5.0,475000000
Honda,City,2021.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,475000000
Ford,Everest,2019.0,60000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,859999000
Ford,Focus,2018.0,44000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,520000000
Hyundai,Accent,2019.0,700000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,275000000
Kia,Cerato,2020.0,43000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,510000000
Mazda,CX 5,2024.0,14000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,839000000
Mazda,CX 5,2023.0,36000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,750000000
Mitsubishi,Outlander,2020.0,36000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,695000000
Ford,Explorer,2017.0,42000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,8.0,935000000
Hyundai,Accent,2011.0,70000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,479000000
Isuzu,Mu X,2020.0,80000.0,Dầu,Tự động,Nước khác,SUV / Cross over,8.0,665000000
Isuzu,Hi lander,2008.0,200000.0,Dầu,Số sàn,Việt Nam,Kiểu dáng khác,8.0,155000000
Toyota,Corolla Altis,2009.0,130000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,279000000
Mercedes Benz,C Class,2020.0,64000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,999000000
Kia,Carens,2023.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,715000000
Ford,Everest,2022.0,42000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1005000000
Toyota,Vios,2023.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,439000000
Toyota,Wigo,2019.0,29000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,290000000
VinFast,Lux SA2.0,2021.0,61000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,755000000
Toyota,Camry,2021.0,55800.0,Xăng,Tự động,Thái Lan,Sedan,5.0,959000000
Kia,Rio,2016.0,145000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,258000000
Toyota,Vios,2018.0,82000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,290000000
Mazda,6,2020.0,82000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,550000000
Ford,Fiesta,2016.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,295000000
Kia,Cerato,2017.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,370000000
Toyota,Camry,2015.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,495000000
Mercedes Benz,S Class,2018.0,59000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1999000000
BMW,3 Series,2015.0,9.0,Xăng,Tự động,Đức,Sedan,4.0,449000000
Toyota,Innova,2016.0,150000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,345000000
Mercedes Benz,C Class,2020.0,56000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1038000000
Lexus,LX,2008.0,70000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,8.0,1645000000
VinFast,VF3,2024.0,30.0,Điện,Tự động,Việt Nam,SUV / Cross over,4.0,235000000
Kia,Morning,2011.0,140000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,245000000
Toyota,Corolla Altis,2009.0,150000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,305000000
Toyota,Innova,2007.0,200000.0,Xăng,Tự động,Nhật Bản,Sedan,8.0,165000000
Mercedes Benz,E Class,2011.0,9.0,Xăng,Tự động,Việt Nam,Sedan,5.0,449000000
Ford,Ranger,2019.0,120000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,610000000
Toyota,Vios,2022.0,48000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,470000000
Mercedes Benz,GLC,2020.0,53000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1538000000
Toyota,Corolla Altis,2008.0,165000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,279000000
Hyundai,Accent,2019.0,68000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,365000000
Mercedes Benz,E Class,2015.0,112000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,540000000
Hyundai,Accent,2019.0,41000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,320000000
Ford,Ranger,2015.0,120000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,410000000
Hyundai,Grand Starex,2011.0,110000.0,Dầu,Tự động,Hàn Quốc,Van,4.0,350000000
Chevrolet,Aveo,2015.0,115000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,145000000
Isuzu,Hi lander,2004.0,123456.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,115000000
Kia,Morning,2010.0,120000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,170000000
Hyundai,Elantra,2017.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,415000000
Toyota,Veloz Cross,2022.0,81000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),9.0,560000000
Kia,Morning,2016.0,150000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,245000000
Ford,Transit,2019.0,62415.0,Dầu,Số sàn,Mỹ,Van,10.0,635000000
Kia,Morning,2010.0,134524.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,175000000
VinFast,Fadil,2021.0,46000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,310000000
Mitsubishi,Attrage,2015.0,125456.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,175000000
Lexus,RX,2016.0,130000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,2290000000
Ford,Everest,2020.0,100000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,850000000
Ford,Fiesta,2011.0,120000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,165000000
Kia,Carnival,2021.0,51000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),8.0,1010000000
Lexus,GX,2022.0,23000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,4980000000
Ford,EcoSport,2021.0,45000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,2.0,455000000
Lexus,RX,2022.0,25000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,2830000000
Toyota,Fortuner,2022.0,75000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,1045000000
Toyota,Land Cruiser Prado,2019.0,100000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,2095000000
Lexus,RX,2022.0,22000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,3190000000
Lexus,ES,2021.0,61000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,2070000000
Ford,Ranger,2022.0,70000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,755000000
Kia,K3,2013.0,150000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,265000000
Toyota,Vios,2015.0,8600.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,215000000
Kia,Morning,2016.0,125456.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,195000000
Mitsubishi,Attrage,2022.0,37226.0,Xăng,Tự động,Thái Lan,Sedan,5.0,380000000
Suzuki,Ertiga,2019.0,200000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,345000000
Ford,Explorer,2018.0,40000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,1130000000
Mitsubishi,Pajero Sport,2018.0,75000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,678000000
Ford,Everest,2009.0,175000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,275000000
Toyota,Innova,2007.0,120000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,239000000
Kia,Rio,2017.0,92000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,285000000
Ford,Ranger,2015.0,140000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,499999999
Toyota,Corolla Altis,2022.0,42000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,635000000
Hyundai,Grand i10,2014.0,85000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,265000000
Toyota,Raize,2022.0,50000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,475000000
