brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,price
Hyundai,Accent,2021.0,19000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,450000000
Mazda,CX-30,2023.0,69000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,639000000
Mitsubishi,Mirage,2019.0,40000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,295000000
Hyundai,Santa Fe,2018.0,48000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,689000000
Suzuki,Ertiga,2021.0,200000.0,Xăng,Số sàn,Nước khác,SUV / Cross over,7.0,335000000
Ford,Everest,2023.0,31000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1099000000
Mercedes Benz,GLC,2019.0,58000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,1579000000
Ford,Ranger,2022.0,40000.0,Xăng,Tự động,Thái Lan,Pick-up (bán tải),5.0,720000000
Hyundai,Accent,2024.0,55000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,496000000
Ford,Ranger,2015.0,130000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,352000000
Ford,Ranger,2023.0,46000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,698000000
Toyota,Innova,2014.0,11000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,315000000
Hyundai,Creta,2022.0,44000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,639000000
Ford,Ranger,2016.0,116.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,410000000
Ford,Ranger,2016.0,170000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,530000000
Mazda,CX 5,2016.0,76000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,505000000
Mitsubishi,Xpander Cross,2024.0,5000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,629000000
Toyota,Fortuner,2010.0,11000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,409000000
Hyundai,Creta,2022.0,44600.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,639000000
Mitsubishi,Xpander,2019.0,66000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,468000000
Ford,Ranger,2023.0,24000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,849000000
Toyota,Avanza Premio,2023.0,38000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,525000000
Mitsubishi,Attrage,2023.0,78000.0,Xăng,Số sàn,Nhật Bản,Sedan,5.0,305000000
Kia,Cerato,2019.0,66000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,469000000
Mitsubishi,Pajero,2004.0,200000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,5.0,225000000
Mitsubishi,Outlander,2020.0,22700.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,629000000
VinFast,Lux A2.0,2020.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,550000000
Honda,CR V,2014.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,440000000
Toyota,Innova,2014.0,80000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,308000000
Kia,Soluto,2020.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,325000000
Mazda,3,2022.0,23000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,550000000
Hyundai,Elantra,2016.0,90000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,290000000
Ford,Ranger,2023.0,16000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,1195000000
Hyundai,Elantra,2021.0,71000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,490000000
Kia,Cerato,2019.0,68000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,479000000
Ford,Transit,2020.0,96000.0,Dầu,Số sàn,Việt Nam,Van,7.0,525000000
Mazda,CX 5,2019.0,81000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,608000000
Audi,Q7,2007.0,187000.0,Xăng,Tự động,Đức,SUV / Cross over,7.0,395000000
Ford,Territory,2023.0,5.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,828000000
Ford,Focus,2018.0,67000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,465000000
Nissan,X trail,2016.0,74000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,509000000
Mitsubishi,Xpander,2019.0,79000.0,Xăng,Tự động,Nước khác,Minivan (MPV),5.0,439000000
Hyundai,Santa Fe,2020.0,47000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,830000000
Hyundai,Solati,2019.0,142000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,16.0,830000000
Mitsubishi,Xpander,2023.0,76000.0,Xăng,Tự động,Nước khác,Minivan (MPV),2.0,575000000
Honda,CR V,2019.0,17000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,818000000
Ford,Ranger,2019.0,0.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,450000000
Mitsubishi,Xforce,2024.0,11000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,645000000
Hyundai,Santa Fe,2022.0,31000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,910000000
Kia,Carnival,2021.0,34567.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,1350000000
Ford,EcoSport,2019.0,35000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,445000000
Ford,Everest,2019.0,45000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,755000000
Mitsubishi,Outlander,2016.0,70000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,538000000
Mitsubishi,Xpander,2023.0,60000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,525000000
Mazda,6,2020.0,115000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,598000000
Toyota,Innova,2023.0,53000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),9.0,645000000
Honda,CR V,2021.0,40000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,830000000
Ford,Explorer,2022.0,23000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,1780000000
Honda,City,2022.0,26000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,475000000
Lexus,GX,2008.0,119000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,739000000
Toyota,Innova,2011.0,161320.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,290000000
Mazda,CX 5,2023.0,31000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,769000000
Toyota,Corolla Cross,2020.0,65000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,639000000
Mitsubishi,Xpander Cross,2024.0,17000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,645000000
Ford,Everest,2019.0,51000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,818000000
Mitsubishi,Xforce,2024.0,23000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,639000000
Mitsubishi,Xpander,2022.0,65000.0,Xăng,Tự động,Ấn Độ,Minivan (MPV),8.0,495000000
Peugeot,2008,2021.0,54000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,578000000
Mazda,CX 5,2023.0,14000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,799000000
Kia,Cerato,2019.0,66000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,470000000
Toyota,Fortuner,2022.0,20000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,9.0,886000000
Nissan,Navara,2023.0,40000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,589000000
VinFast,Lux SA2.0,2021.0,24000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,809000000
Mazda,CX 5,2017.0,90000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,519000000
Ford,Fiesta,2011.0,120000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,178000000
Toyota,Camry,2009.0,100000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,330000000
Honda,City,2020.0,69100.0,Xăng,Tự động,Việt Nam,Sedan,5.0,410000000
Toyota,Vios,2017.0,55000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,325000000
Mazda,BT 50,2022.0,32000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,538000000
Ford,Transit,2016.0,80000.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),16.0,395000000
Chevrolet,Cruze,2013.0,92000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,188000000
Kia,Carnival,2024.0,8000.0,Dầu,Tự động,Nước khác,Minivan (MPV),7.0,1370000000
Toyota,Innova,2007.0,1234.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,185000000
Hyundai,Accent,2019.0,80000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,285000000
Mercedes Benz,GLK Class,2014.0,126698.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,575000000
Chevrolet,Aveo,2016.0,70000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,146000000
Mitsubishi,Pajero Sport,2015.0,139000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,390000000
Mercedes Benz,GLC,2019.0,52000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,1199000000
Toyota,Innova,2016.0,82639.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,8.0,295000000
Toyota,Innova,2016.0,118723.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,348000000
Mitsubishi,Xpander Cross,2023.0,57000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,589000000
Honda,CR V,2020.0,58000.0,Xăng,5,Việt Nam,SUV / Cross over,7.0,836000000
Ford,Ranger,2019.0,86000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,558000000
Kia,Sedona,2020.0,46000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),5.0,913000000
Hyundai,Santa Fe,2020.0,100000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,710000000
Toyota,Veloz Cross,2022.0,47000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,580000000
Honda,Civic,2020.0,46720.0,Xăng,Tự động,Thái Lan,Sedan,5.0,615000000
Toyota,Camry,2016.0,115260.0,Xăng,Tự động,Việt Nam,Sedan,5.0,605000000
Ford,Ranger,2020.0,81056.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,542000000
Hyundai,Dòng khác,2010.0,50.0,Dầu,Số sàn,Hàn Quốc,Kiểu dáng khác,2.0,1000000000
Mitsubishi,Xpander,2024.0,8900.0,Xăng,Số sàn,Nước khác,SUV / Cross over,7.0,515000000
Kia,Cerato,2021.0,49000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,496000000
Toyota,Fortuner,2019.0,50000.0,Dầu,Số sàn,Nhật Bản,SUV / Cross over,7.0,760000000
Toyota,Vios,2020.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,407000000
Toyota,Innova,2014.0,70000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,360000000
Hyundai,Tucson,2021.0,71000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,668000000
Chevrolet,Captiva,2008.0,90000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,175000000
Toyota,Yaris,2019.0,60000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,485000000
Hyundai,Santa Fe,2021.0,15000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,838000000
Kia,Sedona,2018.0,55000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,788000000
Chevrolet,Colorado,2017.0,228898.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,330000000
Toyota,Wigo,2024.0,3500.0,Xăng,Tự động,Nước khác,Hatchback,5.0,390000000
Kia,Carnival,2024.0,8000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,1368000000
Honda,City,2019.0,55000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,395000000
Honda,City,2022.0,39000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,465000000
Kia,K3,2022.0,35000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,519000000
Mazda,3,2014.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,330000000
Hyundai,Accent,2019.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,398000000
Toyota,Vios,2015.0,85000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,215000000
Toyota,Innova,2022.0,56718.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),10.0,590000000
Nissan,Navara,2019.0,80668.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,460000000
Suzuki,Ciaz,2019.0,72000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,345000000
Honda,City,2022.0,85000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,479000000
Toyota,Innova,2018.0,72000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,440000000
Toyota,Vios,2005.0,90000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,119000000
Mazda,CX 5,2018.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,638000000
Ford,Ranger,2017.0,120000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,438000000
Hyundai,Santa Fe,2024.0,16000.0,Dầu,Tự động,Nước khác,SUV / Cross over,7.0,1258000000
Kia,Carnival,2023.0,34000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,1170000000
Hyundai,Accent,2024.0,12000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,510000000
Suzuki,Swift,2014.0,110000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,275000000
Toyota,Vios,2005.0,87000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,119000000
Hyundai,Elantra,2021.0,29000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,405000000
Toyota,Veloz Cross,2022.0,36500.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,555000000
Toyota,Innova,2014.0,75500.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,370000000
Mercedes Benz,C Class,2023.0,20000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1750000000
Toyota,Yaris,2009.0,80000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,245000000
Peugeot,3008,2020.0,35000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,695000000
Kia,Carens,2010.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,220000000
Kia,Morning,2016.0,90000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,125000000
Mazda,6,2024.0,4000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,785000000
Toyota,Camry,2019.0,48000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,882000000
Kia,Morning,2007.0,83000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,135000000
Hyundai,Elantra,2016.0,88000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,385000000
Ford,EcoSport,2020.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,475000000
Honda,HR-V,2023.0,38000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,665000000
VinFast,Lux A2.0,2020.0,110000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,460000000
Kia,Morning,2019.0,820000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,183888888
Mercedes Benz,GLC,2018.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1090000000
Toyota,Innova,2014.0,77580.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,361000000
Kia,Cerato,2020.0,12682.0,Xăng,Tự động,Việt Nam,Sedan,5.0,515000000
Hyundai,Elantra,2018.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,469000000
Toyota,Sienna,2011.0,100000.0,Xăng,Tự động,Mỹ,Minivan (MPV),7.0,855000000
Ford,Everest,2023.0,50000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1145000000
Toyota,Veloz Cross,2023.0,30000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,599000000
Mercedes Benz,E Class,2022.0,29000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2050000000
Mazda,CX 5,2018.0,53000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,595000000
Honda,CR V,2019.0,62000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,779000000
Toyota,Camry,2020.0,65000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,890000000
Hyundai,Accent,2017.0,80000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,335000000
Ford,EcoSport,2021.0,30000.0,Xăng,Tự động,Mỹ,SUV / Cross over,5.0,469000000
Toyota,Innova,2018.0,98000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,470000000
Hyundai,Grand i10,2019.0,45700.0,Xăng,Tự động,Việt Nam,Sedan,5.0,310000000
Toyota,Innova,2009.0,110000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,230000000
Lexus,ES,2016.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1150000000
Chevrolet,Captiva,2009.0,150000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,240000000
Toyota,Veloz Cross,2022.0,9400.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,600000000
Toyota,Yaris,2011.0,96000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,274000000
Suzuki,Ertiga,2019.0,31000.0,Xăng,Tự động,Nước khác,Minivan (MPV),5.0,420000000
Toyota,Innova,2015.0,105000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,435000000
Hãng khác,Dòng khác,2012.0,22222.0,Dầu,Số sàn,Việt Nam,Kiểu dáng khác,16.0,245000000
Toyota,Wigo,2018.0,70551.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,285000000
Honda,City,2021.0,52600.0,Xăng,Tự động,Việt Nam,Sedan,5.0,445000000
Toyota,Veloz Cross,2022.0,36500.0,Xăng,Tự động,Việt Nam,Minivan (MPV),9.0,555000000
Toyota,Fortuner,2016.0,100000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,512000000
Ford,Ranger,2024.0,15000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,1196000000
Hãng khác,Dòng khác,2006.0,250000.0,Dầu,Số sàn,Nhật Bản,Sedan,2.0,185000000
Chevrolet,Captiva,2018.0,95000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,468000000
Toyota,Vios,2019.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,420000000
Toyota,Corolla Altis,2023.0,20000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,735000000
Kia,Morning,2011.0,180000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,169000000
Mitsubishi,Xpander,2024.0,14000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,615000000
Ford,Territory,2023.0,65000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,815000000
Ford,Transit,2015.0,203000.0,Dầu,Số sàn,Việt Nam,Kiểu dáng khác,16.0,373000000
Ford,Everest,2010.0,970000.0,Dầu,Tự động,Mỹ,SUV / Cross over,7.0,295000000
Toyota,Camry,2020.0,65840.0,Xăng,Tự động,Thái Lan,Sedan,5.0,890000000
VinFast,Lux SA2.0,2021.0,78000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,719000000
Ford,Everest,2022.0,59000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,9.0,1340000000
Kia,Carnival,2022.0,41000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,1228000000
Toyota,Corolla Altis,2011.0,150000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,260000000
Chevrolet,Captiva,2016.0,80.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,385000000
Mazda,3,2021.0,130000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,491000000
Honda,Civic,2023.0,43990.0,Xăng,Tự động,Thái Lan,Sedan,5.0,780000000
Honda,Civic,2022.0,20000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,780000000
Suzuki,XL 7,2023.0,31000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,500000000
Mitsubishi,Attrage,2022.0,28374.0,Xăng,Tự động,Việt Nam,Sedan,5.0,395000000
Mazda,CX 5,2018.0,78000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,635000000
Toyota,Land Cruiser Prado,2016.0,95000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,1279000000
Mazda,CX 8,2020.0,63739.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,786000000
Toyota,Innova,2006.0,232000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,1234567890
Honda,City,2017.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,370000000
Kia,Sportage,2023.0,35800.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,860000000
Kia,Carnival,2022.0,19000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),6.0,1299000000
Hyundai,Elantra,2021.0,20700.0,Xăng,Tự động,Việt Nam,Sedan,5.0,525000000
Mitsubishi,Xpander,2020.0,110000.0,Xăng,Số sàn,Nhật Bản,Minivan (MPV),7.0,395000000
Toyota,Vios,2019.0,145000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,395000000
Mercedes Benz,C Class,2020.0,35000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,855000000
Honda,BR-V,2023.0,43800.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,600000000
Mazda,3,2018.0,63000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,460000000
Toyota,Fortuner,2019.0,70000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,790000000
Ford,Transit,2018.0,215000.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),16.0,430000000
Kia,Sportage,2023.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,915000000
Ford,Ranger,2016.0,135.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,408000000
Peugeot,2008,2022.0,75000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,595000000
Kia,Rio,2016.0,110000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,320000000
Suzuki,Swift,2021.0,31000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,495000000
Ford,EcoSport,2017.0,119000.0,Xăng,Số sàn,Thái Lan,SUV / Cross over,5.0,315000000
Toyota,Innova,2015.0,132999.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,435000000
Toyota,Innova,2014.0,75554.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,365000000
Toyota,Hiace,2006.0,150000.0,Dầu,Số sàn,Việt Nam,Van,6.0,178000000
Chevrolet,Trailblazer,2018.0,95000.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,8.0,455000000
Ford,EcoSport,2016.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,338000000
Chevrolet,Captiva,2010.0,100.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,235000000
Chevrolet,Colorado,2018.0,81000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,435000000
Kia,Morning,2017.0,11000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,299999999
Toyota,Innova,2014.0,75000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,368000000
Peugeot,3008,2023.0,28000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,875000000
Mitsubishi,Outlander,2018.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,575000000
Lexus,ES,2021.0,56000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,2150000000
Ford,Everest,2024.0,17000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,1315000000
Ford,Ranger,2024.0,22000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,893000000
Hyundai,Grand i10,2024.0,7000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,415000000
Ford,Ranger,2015.0,116006.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,505000000
Mitsubishi,Attrage,2018.0,132000.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,210000000
Kia,Rondo,2016.0,41000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,375000000
Toyota,Corolla Altis,2002.0,200000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,115000000
Hyundai,Solati,2017.0,180000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,16.0,650000000
Kia,Carnival,2024.0,25000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,1459000000
Chevrolet,Trailblazer,2018.0,87000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),7.0,499000000
Kia,Cerato,2018.0,52000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,415000000
Chevrolet,Spark,2011.0,100000.0,Xăng,Tự động,Hàn Quốc,Hatchback,2.0,110000000
Peugeot,3008,2022.0,23000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,875000000
Toyota,Camry,2020.0,25000.0,Xăng,Tự động,Nước khác,Sedan,5.0,944000000
Toyota,Vios,2019.0,75000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,379000000
Peugeot,3008,2022.0,18000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,769000000
Toyota,Innova,2011.0,150000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,250000000
Hyundai,Accent,2022.0,53000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,455000000
Hyundai,Sonata,2011.0,140000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,288000000
Mitsubishi,Triton,2009.0,410000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,230000000
Lexus,RX,2012.0,79000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,1090000000
Mercedes Benz,E Class,2017.0,79000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,868000000
Hyundai,Accent,2021.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,405000000
Kia,Carnival,2024.0,10000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,1428000000
Hyundai,Tucson,2019.0,70000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,719000000
Toyota,Yaris,2011.0,100000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,280000000
Toyota,Corolla Altis,2016.0,47000.0,Xăng,Số sàn,Nước khác,Sedan,5.0,365000000
Ford,Ranger,2013.0,123000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,315000000
Hyundai,Tucson,2009.0,110000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,205000000
Toyota,Corolla Altis,2022.0,57500.0,Xăng,Tự động,Thái Lan,Sedan,2.0,670000000
Peugeot,2008,2021.0,43000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,639000000
Mazda,3,2020.0,36000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,519000000
Ford,Fiesta,2018.0,74500.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,285000000
