brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,condition,price
Kia,Morning,2010.0,105000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,168000000
Toyota,Veloz Cross,2022.0,60609.0,Xăng,Tự động,Nước khác,Minivan (MPV),8.0,Đã sử dụng,540000000
Honda,Brio,2019.0,58000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,349000000
Hyundai,Solati,2017.0,180000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,16.0,Đã sử dụng,650000000
Hyundai,Tucson,2018.0,58000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,635000000
Mazda,CX 8,2023.0,12900.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,979000000
Toyota,Innova,2020.0,140.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,465000000
Toyota,Innova,2016.0,85000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,410000000
Hyundai,Tucson,2022.0,29000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,875000000
Ford,Ranger,2016.0,89.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,519000000
Hyundai,Creta,2023.0,21000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,650000000
Hyundai,Accent,2019.0,25000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,360000000
Toyota,Innova,2014.0,77580.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,355000000
Chevrolet,Spark,2011.0,100000.0,Xăng,Tự động,Hàn Quốc,Hatchback,2.0,Đã sử dụng,105000000
Toyota,Fortuner,2020.0,93000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,746000000
Toyota,Veloz Cross,2022.0,59000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,549000000
Honda,City,2022.0,48000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,488000000
Mitsubishi,Outlander,2020.0,41000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,610000000
Toyota,Veloz Cross,2022.0,26000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,520000000
Mazda,CX 5,2020.0,54000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,688000000
Ford,Everest,2022.0,27000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,8.0,Đã sử dụng,1316000000
Toyota,Innova,2016.0,68000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,288000000
Hyundai,Grand i10,2015.0,35000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,Đã sử dụng,275000000
Mercedes Benz,GLC Class,2017.0,52000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,925000000
Toyota,Innova,2016.0,95000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,305000000
Toyota,Vios,2020.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,445000000
Toyota,Fortuner,2016.0,100.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,509000000
Mercedes Benz,C Class,2010.0,155000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,225000000
Honda,CR V,2020.0,59000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,796000000
Ford,Ranger,2024.0,3000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),2.0,Đã sử dụng,663000000
Toyota,Veloz Cross,2022.0,93000.0,Xăng,Tự động,Nước khác,Minivan (MPV),8.0,Đã sử dụng,580000000
Toyota,Fortuner,2022.0,65000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,9.0,Đã sử dụng,949000000
BMW,3 Series,2010.0,15000.0,Xăng,Tự động,Đức,Sedan,5.0,Đã sử dụng,255000000
VinFast,VFe34,2022.0,19632.0,Điện,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,515000000
Kia,Morning,2010.0,108.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,169000000
Honda,Brio,2021.0,47000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,Đã sử dụng,370000000
Ford,Transit,2015.0,178000.0,Dầu,Số sàn,Việt Nam,Van,5.0,Đã sử dụng,378000000
Hyundai,Accent,2023.0,52000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,439000000
Mazda,BT 50,2015.0,90000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,328000000
Peugeot,3008,2022.0,44.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,869000000
Mazda,3,2016.0,109000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,389000000
Toyota,Vios,2017.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,325000000
Kia,Sedona,2018.0,90000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,750000000
Mazda,3,2015.0,77000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,389000000
Lexus,RX,2014.0,70000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,1290000000
Toyota,Vios,2019.0,69800.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,290000000
Kia,Carens,2022.0,48000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,599000000
Toyota,Vios,2020.0,60000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,315000000
Toyota,Fortuner,2023.0,48000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1120000000
Mitsubishi,Xpander,2022.0,65000.0,Xăng,Tự động,Nước khác,Minivan (MPV),9.0,Đã sử dụng,555000000
Toyota,Prado,2014.0,120000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,960000000
Volkswagen,Polo,2021.0,15000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,Đã sử dụng,469000000
Honda,HR-V,2019.0,37456.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,579000000
Kia,Rondo,2020.0,58000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,458000000
Suzuki,XL 7,2022.0,43000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,475000000
Hyundai,Elantra,2021.0,56000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,456000000
Ford,Transit,2022.0,108000.0,Dầu,Số sàn,Việt Nam,Van,16.0,Đã sử dụng,620000000
Ford,Transit,2019.0,92000.0,Dầu,Số sàn,Việt Nam,Van,7.0,Đã sử dụng,398000000
Toyota,Sienna,2015.0,75000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,Đã sử dụng,1599999999
Toyota,Fortuner,2011.0,20.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,375000000
Honda,City,2021.0,50000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,470000000
VinFast,Fadil,2020.0,72000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,310000000
Toyota,Vios,2022.0,30000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,460000000
Mercedes Benz,GLC,2018.0,76000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,Đã sử dụng,895000000
Mitsubishi,Jolie,2006.0,64000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,225000000
Kia,Cerato,2007.0,155000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,105000000
Mazda,6,2020.0,57000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,580000000
Mercedes Benz,GLC,2020.0,45000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,Đã sử dụng,1450000000
Mazda,CX 8,2020.0,38000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,770000000
Toyota,Fortuner,2016.0,110000.0,Dầu,Số sàn,Việt Nam,Sedan,7.0,Đã sử dụng,515000000
Kia,Carnival,2023.0,42000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,1299000000
Mitsubishi,Xpander,2019.0,52000.0,Xăng,Tự động,Thái Lan,Minivan (MPV),5.0,Đã sử dụng,445000000
Mitsubishi,Xpander,2023.0,76000.0,Xăng,Tự động,Nước khác,Minivan (MPV),2.0,Đã sử dụng,569000000
Kia,Rondo,2021.0,50000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,459000000
Kia,Carens,2011.0,137000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,185000000
Hyundai,Kona,2019.0,70879.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,495000000
VinFast,Lux SA2.0,2021.0,65000.0,Xăng,Tự động,Việt Nam,Sedan,9.0,Đã sử dụng,668000000
Ford,Everest,2020.0,70000.0,Dầu,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,858000000
Chevrolet,Trailblazer,2018.0,0.0,Dầu,Số sàn,Thái Lan,Kiểu dáng khác,7.0,Đã sử dụng,435000000
Mercedes Benz,S Class,2014.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1190000000
Kia,Sorento,2013.0,15000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,358000000
Mazda,3,2018.0,60000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,425000000
Ford,Transit,2015.0,120000.0,Dầu,Số sàn,Việt Nam,Van,6.0,Đã sử dụng,345000000
Ford,Ranger,2020.0,78000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,525000000
Kia,Morning,2009.0,123546.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,165000000
Hyundai,Elantra,2008.0,100000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,130000000
Ford,Transit,2016.0,286000.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),16.0,Đã sử dụng,333000000
Ford,Escape,2013.0,100000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,285000000
Suzuki,Ertiga,2016.0,80000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,288000000
Kia,Picanto,2013.0,90000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,198000000
Toyota,Innova,2014.0,178000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,275000000
Hyundai,Accent,2023.0,26000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,479000000
Ford,Ranger,2014.0,160000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,310000000
Chevrolet,Cruze,2016.0,74000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,295000000
Toyota,Raize,2022.0,42000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,458000000
Kia,Soluto,2019.0,80.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,235000000
Kia,Carens,2015.0,126000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,228000000
Honda,City,2016.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,350000000
Toyota,Corolla Cross,2021.0,24000.0,Xăng,5,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,699000000
Honda,City,2022.0,130000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,430000000
Honda,CR V,2015.0,70000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,510000000
Hyundai,Accent,2021.0,100000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,395000000
Kia,Sedona,2018.0,69000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,628000000
Kia,Cerato,2010.0,11000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,232000000
Chevrolet,Cruze,2017.0,125000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,225000000
Ford,Everest,2022.0,46000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,9.0,Đã sử dụng,1315000000
Toyota,Innova,2010.0,120.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,239000000
VinFast,Fadil,2020.0,46000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,308000000
Kia,Seltos,2021.0,22000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,Đã sử dụng,589000000
Toyota,Innova,2016.0,156000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,299000000
Honda,City,2016.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,335000000
Toyota,Vios,2017.0,95123.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,333000000
Kia,Sedona,2018.0,60000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,590000000
Hyundai,i20,2015.0,115000.0,Xăng,Tự động,Ấn Độ,SUV / Cross over,5.0,Đã sử dụng,340000000
Ford,Ranger,2016.0,98000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,419000000
Mazda,3,2019.0,86000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,495000000
Hyundai,Grand i10,2016.0,441.0,Xăng,Số sàn,Ấn Độ,Sedan,5.0,Đã sử dụng,158000000
Toyota,Innova,2007.0,168000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,139000000
Honda,CR V,2020.0,50000.0,Xăng,5,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,710000000
Mazda,6,2015.0,99000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,348000000
Kia,Morning,2011.0,2000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,181000000
Kia,Morning,2009.0,68000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,165000000
Ford,Ranger,2020.0,50000.0,Dầu,Tự động,Mỹ,Pick-up (bán tải),5.0,Đã sử dụng,565000000
Toyota,Vios,2016.0,64000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,359000000
Hyundai,Grand i10,2015.0,150000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,168000000
Hyundai,Accent,2020.0,43000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,339000000
Toyota,Fortuner,2012.0,99999.0,Xăng,Tự động,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,358000000
Toyota,Vios,2015.0,660.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,185000000
Chevrolet,Captiva,2008.0,118000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,138000000
VinFast,VF3,2025.0,0.0,Điện,Tự động,Việt Nam,Kiểu dáng khác,4.0,Đã sử dụng,299000000
VinFast,VF5 Plus,2025.0,0.0,Điện,Tự động,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,529000000
Toyota,Corolla Cross,2020.0,74000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,730000000
BMW,3 Series,2011.0,149000.0,Xăng,Tự động,Đức,Sedan,5.0,Đã sử dụng,245000000
VinFast,VF3,2022.0,0.0,Xăng,Tự động,Việt Nam,Kiểu dáng khác,4.0,Đã sử dụng,299000000
VinFast,VF6,2024.0,0.0,Điện,Tự động,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,694000000
Toyota,Innova,2014.0,99000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,285000000
VinFast,VF6,2025.0,0.0,Điện,Tự động,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,759000000
VinFast,VF9,2023.0,0.0,Điện,Tự động,Việt Nam,Kiểu dáng khác,7.0,Đã sử dụng,1699000000
Chevrolet,Vivant,2008.0,175000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,122000000
Toyota,Fortuner,2020.0,140.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,830000000
VinFast,VF5,2025.0,0.0,Điện,Tự động,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,529000000
Toyota,Fortuner,2014.0,85000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,445000000
Mercedes Benz,C Class,2020.0,56000.0,Xăng,Tự động,Nước khác,Sedan,5.0,Đã sử dụng,999000000
Kia,Morning,2014.0,1234.0,Xăng,Số sàn,Hàn Quốc,Hatchback,5.0,Đã sử dụng,135000000
Kia,Sonet,2022.0,25000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,555000000
Hyundai,Grand i10,2019.0,4000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,328000000
Honda,Civic,2009.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,255000000
Kia,Cerato,2019.0,84000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,458000000
Toyota,Veloz Cross,2022.0,55000.0,Xăng,Tự động,Thái Lan,Minivan (MPV),9.0,Đã sử dụng,560000000
Mazda,CX 5,2016.0,90000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,470000000
Nissan,Sunny,2017.0,135000.0,Xăng,Số sàn,Nhật Bản,Sedan,5.0,Đã sử dụng,195000000
Mazda,3,2022.0,35000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,528000000
Mercedes Benz,C Class,2016.0,85000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,599000000
Chevrolet,Captiva,2009.0,200000.0,Xăng,Số sàn,Mỹ,SUV / Cross over,7.0,Đã sử dụng,169000000
Mercedes Benz,GLE Class,2016.0,90000.0,Xăng,Tự động,Đức,Coupe (2 cửa),5.0,Đã sử dụng,1260000000
VinFast,Fadil,2022.0,27000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,345000000
Toyota,Innova,2017.0,120000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,398000000
Mitsubishi,Triton,2018.0,140000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,438000000
Toyota,Camry,2009.0,81000.0,Xăng,Tự động,Mỹ,Sedan,5.0,Đã sử dụng,439000000
Mitsubishi,Grandis,2005.0,10000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),5.0,Đã sử dụng,210000000
Kia,Soluto,2022.0,35000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,320000000
Hyundai,Custin,2023.0,22300.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,890000000
Kia,Cerato,2017.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,375000000
Hyundai,Kona,2019.0,79000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,480000000
Honda,City,2017.0,75000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,350000000
Mercedes Benz,C Class,2011.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,268000000
Toyota,Camry,2013.0,62000.0,Xăng,Tự động,Việt Nam,Sedan,4.0,Đã sử dụng,455000000
VinFast,Lux A2.0,2022.0,44000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,580000000
Kia,Sorento,2017.0,98000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,580000000
Daewoo,Lacetti,2009.0,23456.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,155000000
Mercedes Benz,E Class,2019.0,52000.0,Xăng,Tự động,Nước khác,Sedan,5.0,Đã sử dụng,1099000000
Mazda,3,2017.0,68000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,440000000
Mercedes Benz,C Class,2011.0,15000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,325000000
Hyundai,Kona,2021.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,530000000
Mercedes Benz,GLC Class,2018.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1099000000
Chevrolet,Colorado,2016.0,150000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,289000000
Chevrolet,Captiva,2018.0,95000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,455000000
Hyundai,Sonata,2012.0,140000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,368000000
Mazda,3,2016.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,375000000
Kia,Carens,2007.0,200000.0,Dầu,Số sàn,Hàn Quốc,Minivan (MPV),7.0,Đã sử dụng,175000000
Mercedes Benz,E Class,2021.0,16000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1638000000
VinFast,Lux A2.0,2022.0,28000.0,Xăng,Tự động,Đức,Sedan,5.0,Đã sử dụng,590000000
Mercedes Benz,E Class,2021.0,45000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1539000000
Hyundai,Grand i10,2015.0,100.0,Xăng,Số sàn,Ấn Độ,Sedan,5.0,Đã sử dụng,175000000
Mazda,3,2017.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,400000000
Chevrolet,Trailblazer,2018.0,82000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,565000000
Ford,Ranger,2021.0,66000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,558000000
Ford,Ranger,2016.0,91000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,385000000
MG,MG5,2023.0,42600.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,425000000
Honda,Brio,2019.0,35000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,Đã sử dụng,329000000
Peugeot,2008,2021.0,69000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,630000000
VinFast,Lux A2.0,2022.0,65000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,590000000
Hyundai,Accent,2012.0,130000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,230000000
Ford,Focus,2019.0,60000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,415000000
Ford,Transit,2022.0,124000.0,Dầu,Số sàn,Việt Nam,Van,16.0,Đã sử dụng,638000000
Mercedes Benz,C Class,2020.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,999000000
Peugeot,3008,2022.0,18000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,760000000
Hyundai,Grand i10,2018.0,120000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,188000000
Nissan,Navara,2014.0,10000.0,Xăng,Tự động,Nhật Bản,Pick-up (bán tải),5.0,Đã sử dụng,310000000
Mercedes Benz,E Class,2012.0,92000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,438000000
Toyota,Corolla Altis,2018.0,82000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,505000000
Nissan,X Terra,2019.0,89000.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,660000000
Hyundai,Accent,2022.0,60000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,345000000
Mazda,2,2016.0,98000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,319000000
Ford,Focus,2014.0,105000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,250000000
Toyota,Fortuner,2022.0,68000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,9.0,Đã sử dụng,1030000000
Toyota,Camry,2008.0,51000.0,Xăng,Tự động,Mỹ,Sedan,4.0,Đã sử dụng,480000000
VinFast,Lux A2.0,2021.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,555000000
Chevrolet,Aveo,2018.0,52000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,245000000
Suzuki,Ertiga,2021.0,56000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,425000000
Ford,EcoSport,2019.0,23000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,455000000
Kia,Sedona,2018.0,86000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,685000000
Honda,CR V,2016.0,72698.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,575000000
Hyundai,Santa Fe,2018.0,75000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,735000000
Toyota,Vios,2023.0,24000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,489000000
Hyundai,Accent,2014.0,70000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,295000000
